String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination,DOI
"Terrestrial, Atmospheric and Oceanic Sciences. Chinese Geoscience Union: Taipei.  ISSN 1017-0839; e-ISSN 2223-8964",,1990,"Terrestrial, Atmospheric and Oceanic Sciences",,,Chinese Geoscience Union,Taipei,,,,
"<b>Kedzierski, M.; Le Tilly, V.; Bourseau, P.; Bellegou, H.; César, G.; Sire, O.; Bruzaud, S.</b> (2018). Challenging the microplastic extraction from sandy sediments, <b><i>in</i></b>: Cocca, M. <i>et al.</i> (Ed.) <i>Proceedings of the International Conference on Microplastic Pollution in the Mediterranean Sea. Springer Water,</i> : pp. 59-65. <a href=""https://hdl.handle.net/10.1007/978-3-319-71279-6_9"" target=""_blank"">https://hdl.handle.net/10.1007/978-3-319-71279-6_9</a>","Kedzierski, M.; Le Tilly, V.; Bourseau, P.; Bellegou, H.; César, G.; Sire, O.; Bruzaud, S.",2018,Challenging the microplastic extraction from sandy sediments,Proceedings of the International Conference on Microplastic Pollution in the Mediterranean Sea,Springer Water,,,,,59-65,https://hdl.handle.net/10.1007/978-3-319-71279-6_9
"<b>Pauly, D.</b> (1994). From growth to Malthusian overfishing: stages of fisheries resources misuse. <i>Traditional Marine Resource Management and Knowledge Information Bulletin 3</i>: 7-14","Pauly, D.",1994,From growth to Malthusian overfishing: stages of fisheries resources misuse,,Traditional Marine Resource Management and Knowledge Information Bulletin,,,3,,7-14,
"<b>De Smet, W.H.O.</b> (1995). Description of <i>Encentrum dieteri</i> sp. nov. (Rotifera, Dicranophoridae) from the high Arctic, with redescription of <i>E. bidentatum</i> (Lie-Pettersen, 1906) and <i>E. murrayi</i> Bryce, 1922. <i>Belg. J. Zool. 125(2)</i>: 349-361","De Smet, W.H.O.",1995,"Description of <i>Encentrum dieteri</i> sp. nov. (Rotifera, Dicranophoridae) from the high Arctic, with redescription of <i>E. bidentatum</i> (Lie-Pettersen, 1906) and <i>E. murrayi</i> Bryce, 1922",,Belgian Journal of Zoology,,,125,2,349-361,
"<b>D'hont, D.</b> (1987). Systematisch-ecologische studie van Cyanophyta langs de Belgische en Noordfranse kust. MSc Thesis. Rijksuniversiteit Gent. Faculteit Wetenschappen: Gent.  198 pp.","D'hont, D.",1987,Systematisch-ecologische studie van Cyanophyta langs de Belgische en Noordfranse kust,,,Rijksuniversiteit Gent. Faculteit Wetenschappen,Gent,,,198,
"<b>Bufe, A.; Hovius, N.; Emberson, R.; Rugenstein, J.K.C.; Galy, A.; Hassenruck-Gudipati, H.J.; Chang, J.-M.</b> (2021). Co-variation of silicate, carbonate and sulfide weathering drives CO<sub>2</sub> release with erosion. <i>Nature Geoscience 14(4)</i>: 211-216. <a href=""https://hdl.handle.net/10.1038/s41561-021-00714-3"" target=""_blank"">https://hdl.handle.net/10.1038/s41561-021-00714-3</a>","Bufe, A.; Hovius, N.; Emberson, R.; Rugenstein, J.K.C.; Galy, A.; Hassenruck-Gudipati, H.J.; Chang, J.-M.",2021,"Co-variation of silicate, carbonate and sulfide weathering drives CO<sub>2</sub> release with erosion",,Nature Geoscience,,,14,4,211-216,https://hdl.handle.net/10.1038/s41561-021-00714-3
"<b>Gardarsson, A.; Gudmundsson, G.A.; Lilliendahl, K.; Vigfusdotti, F.</b> (2009). Status of cliff-breeding seabirds in Iceland in 2005-2008, <b><i>in</i></b>: Stienen, E. <i>et al.</i> <i>Seabird Group 10th International Conference Book of Abstracts, Brugge, Belgium 27-30 March 2009. VLIZ Special Publication,</i> 42: pp. 24","Gardarsson, A.; Gudmundsson, G.A.; Lilliendahl, K.; Vigfusdotti, F.",2009,Status of cliff-breeding seabirds in Iceland in 2005-2008,"Seabird Group 10th International Conference Book of Abstracts, Brugge, Belgium 27-30 March 2009",VLIZ Special Publication,,,,,24,
"<b>Leonard, J.</b> (2018). The evolution of sexual systems in animals, <b><i>in</i></b>: Leonard, J. (Ed.) <i>Transitions between sexual systems: Understanding the mechanisms of, and pathways between, dioecy, hermaphroditism and other sexual systems.</i> pp. 1-58. <a href=""https://hdl.handle.net/10.1007/978-3-319-94139-4_1"" target=""_blank"">https://hdl.handle.net/10.1007/978-3-319-94139-4_1</a>","Leonard, J.",2018,The evolution of sexual systems in animals,"Transitions between sexual systems: Understanding the mechanisms of, and pathways between, dioecy, hermaphroditism and other sexual systems",,,,,,1-58,https://hdl.handle.net/10.1007/978-3-319-94139-4_1
"<b>Burger, J.; Gochfeld, M.; Kosson, D.; Powers, C.W.; Friedlander, B.; Stabin, M.; Favret, D.; Jewett, S.; Snigaroff, D.; Snigaroff, R.; Stamm, T.; Weston, J.; Jeitner, C.; Volz, C.</b> (2007). Radionuclides in marine fishes and birds from Amchitka and Kiska Islands in the Aleutians: establishing a baseline. <i>Health Phys. 92(3)</i>: 265-279","Burger, J.; Gochfeld, M.; Kosson, D.; Powers, C.W.; Friedlander, B.; Stabin, M.; Favret, D.; Jewett, S.; Snigaroff, D.; Snigaroff, R.; Stamm, T.; Weston, J.; Jeitner, C.; Volz, C.",2007,Radionuclides in marine fishes and birds from Amchitka and Kiska Islands in the Aleutians: establishing a baseline,,Health physics,,,92,3,265-279,
"<b>Cunha, I.; Freitas, L.; Alves, F.; Dinis, A.; Ribeiro, C.; Nicolau, C.; Ferreira, R.; Goncalves, J.A.; Formigo, N.</b> (2017). Marine traffic and potential impacts towards cetaceans within the Madeira EEZ. <i>J. Cetacean Res. Manage. 16</i>: 17-28","Cunha, I.; Freitas, L.; Alves, F.; Dinis, A.; Ribeiro, C.; Nicolau, C.; Ferreira, R.; Goncalves, J.A.; Formigo, N.",2017,Marine traffic and potential impacts towards cetaceans within the Madeira EEZ,,Journal of Cetacean Research and Management,,,16,,17-28,
"<b>Hekstra, G.P.; van Linden, F.J.M. (Ed.)</b> (1991). Flora en fauna chemisch onder druk : verslag ven een nationaal symposium georganiseerd door de Nederlandse Ecologenvereniging - Oecologische Kring, Arnhem, 9-10 oktober 1990. PUDOC: Wageningen.  376 pp.","Hekstra, G.P.; van Linden, F.J.M. (Ed.)",1991,"Flora en fauna chemisch onder druk : verslag ven een nationaal symposium georganiseerd door de Nederlandse Ecologenvereniging - Oecologische Kring, Arnhem, 9-10 oktober 1990",,,PUDOC,Wageningen,,,376,
Journal of Health Organization and Management: Bingley.  ISSN 1477-7266; e-ISSN 1758-7247,,300000,Journal of Health Organization and Management,,,,Bingley,,,,
"<b>Delongueville, C.; Scaillet, R.</b> (2012). Illustration de <i>Buccinum cyaneum</i> Bruguière, 1792 dans l’Atlantique Nord-Est. <i>Novapex (Jodoigne) Société 13(3)</i>: 77-79","Delongueville, C.; Scaillet, R.",2012,"Illustration de <i>Buccinum cyaneum</i> Bruguière, 1792 dans l’Atlantique Nord-Est",,Novapex (Jodoigne),,,Société 13,3,77-79,
Notes et Rapports - Office Scientifique et Technique des Pêches Maritimes (1947). Office Scientifique et Technique des Pêches Maritimes: Paris.  ISSN 1245-5563,,1947,Notes et Rapports - Office Scientifique et Technique des Pêches Maritimes (1947),,,Office Scientifique et Technique des Pêches Maritimes,Paris,,,,
"<b>Thiel, M.; Vásquez, J.A.</b> (2000). Are kelp holdfasts islands on the ocean floor? Indication for temporarily closed aggregations of peracarid crustaceans. <i>Hydrobiologia 440(1-3)</i>: 45-54. <a href=""https://hdl.handle.net/10.1023/A:1004188826443"" target=""_blank"">https://hdl.handle.net/10.1023/A:1004188826443</a>","Thiel, M.; Vásquez, J.A.",2000,Are kelp holdfasts islands on the ocean floor? Indication for temporarily closed aggregations of peracarid crustaceans,,Hydrobiologia,,,440,1-3,45-54,https://hdl.handle.net/10.1023/A:1004188826443
"<b>Meyer-Waarden, P.F.</b> (1955). Neue wege der Elektrofischerei. <i>Elektronik 4(7)</i>: 1-8","Meyer-Waarden, P.F.",1955,Neue wege der Elektrofischerei,,Elektronik: Fachzeitschrift für die gesamte elektronische Technik und ihre Nachbargebiete,,,4,7,1-8,
"<b>Leloup, E.</b> (1930). Deux cas d'épibiose de l'hydropolype, <i>Campanularia johnstoni</i> Alder. <i>Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg. VI(19)</i>: 1-5","Leloup, E.",1930,"Deux cas d'épibiose de l'hydropolype, <i>Campanularia johnstoni</i> Alder",,Bulletin du Musée royal d'Histoire naturelle de Belgique = Mededeelingen van het Koninklijk Natuurhistorisch Museum van België,,,VI,19,1-5,
"<b>van Haren, R.J.F.</b> (1989). Accumulatie model voor zware metalen in de mossel <i>Mytilus edulis</i>. Een black-box model en een fysiologisch gestuurd model. <i>Notitie GWAO</i>, 89.240. Ministerie van Verkeer en Waterstaat, Rijkswaterstaat, Dienst Getijdewateren (RWS, DGW): Den Haag.  [diff. pag.] pp.","van Haren, R.J.F.",1989,Accumulatie model voor zware metalen in de mossel <i>Mytilus edulis</i>. Een black-box model en een fysiologisch gestuurd model,,Notitie GWAO,"Ministerie van Verkeer en Waterstaat, Rijkswaterstaat, Dienst Getijdewateren (RWS, DGW)",Den Haag,89.24,,[diff. pag.],
"<b>O'Loughlin, P.M.</b> (2002). New genus and species of southern Australian and Pacific Asterinidae (Echinodermata, Asteriodea). <i>Mem. Mus. Vic. 59(2)</i>: 277-296","O'Loughlin, P.M.",2002,"New genus and species of southern Australian and Pacific Asterinidae (Echinodermata, Asteriodea)",,Memoirs of the Museum of Victoria,,,59,2,277-296,
"<b>von Drygalski, E. (Ed.)</b> Deutsche Südpolar-Expedition 1901-1903 im Auftrage des Reichministeriums des Innern.","von Drygalski, E. (Ed.)",,Deutsche Südpolar-Expedition 1901-1903 im Auftrage des Reichministeriums des Innern,,,,,,,,
"<b>Stebbing, A.R.D.</b> (1971). Growth of <i>Flustra foliacea</i> (Bryozoa). <i>Mar. Biol. (Berl.) 9(3)</i>: 267-273","Stebbing, A.R.D.",1971,Growth of <i>Flustra foliacea</i> (Bryozoa),,Marine Biology,,,9,3,267-273,
"<b>Bischof, K.; Janknegt, P.J.; Buma, A.G.J.; Rijstenbil, J.W.; Peralta, G.; Breeman, A.M.</b> (2003). Oxidative stress and enzymatic scavenging of superoxide radicals induced by solar UV-B radiation in <i>Ulva</i> canopies from southern Spain. <i>Sci. Mar. (Barc.) 67(3)</i>: 353-359","Bischof, K.; Janknegt, P.J.; Buma, A.G.J.; Rijstenbil, J.W.; Peralta, G.; Breeman, A.M.",2003,Oxidative stress and enzymatic scavenging of superoxide radicals induced by solar UV-B radiation in <i>Ulva</i> canopies from southern Spain,,Scientia Marina (Barcelona),,,67,3,353-359,
"<b>IOC/WMO</b> (1999). Regular Information Service Bulletin on Non-Drifting Ocean Data Acquisition Systems (ODAS), Twenty-Second Issue, August 1999. <i>IOC Reports of Meetings of Experts and Equivalent Bodies</i>. UNESCO: Paris.  49 pp.",IOC/WMO,1999,"Regular Information Service Bulletin on Non-Drifting Ocean Data Acquisition Systems (ODAS), Twenty-Second Issue, August 1999",,IOC Reports of Meetings of Experts and Equivalent Bodies,UNESCO,Paris,,,49,
"<b>Ristvey, A.; Rebach, S.</b> (1999). Enhancement of the response of rock crabs, <i>Cancer irroratus</i>, to prey odors following feeding experience. <i>Biol. Bull. 197(3)</i>: 361-367","Ristvey, A.; Rebach, S.",1999,"Enhancement of the response of rock crabs, <i>Cancer irroratus</i>, to prey odors following feeding experience",,The Biological Bulletin,,,197,3,361-367,
"<b>Socolow, R.H.</b> (2007). Can we bury global warming?, <b><i>in</i></b>: Scientific American (Ed.) <i>Oceans: a scientific American reader.</i> pp. 273-282","Socolow, R.H.",2007,Can we bury global warming?,Oceans: a scientific American reader,,,,,,273-282,
Cytoskeleton. Wiley-Blackwell: Hoboken.  ISSN 1949-3584; e-ISSN 1949-3592,,300000,Cytoskeleton,,,Wiley-Blackwell,Hoboken,,,,
"<b>Bianchi, C.N.</b> (1981). Policheti serpuloidei. <i>Guide per il riconoscimento delle specie animali delle acque lagunari e costiere italiane</i>, 5. Consiglio Nazionale delle Ricerche: Genova. 187 pp.","Bianchi, C.N.",1981,Policheti serpuloidei,,Guide per il riconoscimento delle specie animali delle acque lagunari e costiere italiane,Consiglio Nazionale delle Ricerche,Genova,5,,187,
"<b>Jahncke, M.L.; Garrett, E.S.; Reilly, A.; Martin, R.E.; Cole, E. (Ed.)</b> (2002). Public, animal and environmental aquaculture health issues. Interscience/Wiley: New York. ISBN 0-471-38772-X. XIX, 204 pp.","Jahncke, M.L.; Garrett, E.S.; Reilly, A.; Martin, R.E.; Cole, E. (Ed.)",2002,"Public, animal and environmental aquaculture health issues",,,"Interscience, Wiley",New York,,,"XIX, 204",
"<b>Rodríguez-Varela, A.C.; Barreto-Segura, O.A.; Vázquez-López, H.</b> (2019). Diversidad de invertebrados bentónicos del sistema lagunar de Mandinga, Veracruz, México. <i>Novitates Caribaea 14</i>: 128-146. <a href=""https://hdl.handle.net/10.33800/nc.v0i14.205"" target=""_blank"">https://hdl.handle.net/10.33800/nc.v0i14.205</a>","Rodríguez-Varela, A.C.; Barreto-Segura, O.A.; Vázquez-López, H.",2019,"Diversidad de invertebrados bentónicos del sistema lagunar de Mandinga, Veracruz, México",,Novitates Caribaea,,,14,,128-146,https://hdl.handle.net/10.33800/nc.v0i14.205
Statistical books - Eurostat. Publications Office of the European Union: Luxembourg.  ISSN 2363-1716,,,Statistical books - Eurostat,,,Publications Office of the European Union,Luxembourg,,,,
American Journal of Speech-Language Pathology: Rockville.  ISSN 1058-0360; e-ISSN 1558-9110,,300000,American Journal of Speech-Language Pathology,,,,Rockville,,,,
(2003). Generic depth-damage relationships for residential structures without basements: economic guidance memorandum #04-01. [S.n.]: [s.l.].  17 pp.,,2003,Generic depth-damage relationships for residential structures without basements: economic guidance memorandum #04-01,,,[S.n.],,,,17,
(1973). Vraagwinkel. <i>De Plate 3(2)</i>: 3,,1973,Vraagwinkel,,"De Plate: Tijdschrift Heemkundige Kring ""De Plate""",,,3,2,3,
"<b>Bogucki, M.</b> (1932). Recherches sur la régulation osmotique chez l'isopode marin, <i>Mesidotea entomon</i> [L]. <i>Arch. Int. Physiol. 35</i>: 197-216","Bogucki, M.",1932,"Recherches sur la régulation osmotique chez l'isopode marin, <i>Mesidotea entomon</i> [L]",,Archives Internationales de Physiologie,,,35,,197-216,
"<b>Wolanski, E.; Colin, P.; Naithani, J.; Deleersnijder, E.; Golbuu, Y.</b> (2004). Large amplitude, leaky, island-generated, internal waves around Palau, Micronesia. <i>Est., Coast. and Shelf Sci. 60(4)</i>: 705-716. <a href=""http://dx.doi.org/10.1016/j.ecss.2004.03.009"" target=""_blank"">dx.doi.org/10.1016/j.ecss.2004.03.009</a>","Wolanski, E.; Colin, P.; Naithani, J.; Deleersnijder, E.; Golbuu, Y.",2004,"Large amplitude, leaky, island-generated, internal waves around Palau, Micronesia",,"Estuarine, Coastal and Shelf Science",,,60,4,705-716,https://dx.doi.org/10.1016/j.ecss.2004.03.009
"<b>Eckert, S.</b> (2013). The value of the global marine protected area network in the conservation of migratory, endangered sharks. MSc Thesis. Imperial College of London: London.  54 + appendices pp.","Eckert, S.",2013,"The value of the global marine protected area network in the conservation of migratory, endangered sharks",,,Imperial College of London,London,,,54 + appendices,
"<b>Chan, H.H.</b> (1991). Effects of eyestalk ablation, thoracic ganglion extract and gonad extract from ""spent spawners"" on ovarian maturation in pond-reared shrimps, <i>Penaeus monodon</i> Fabricius. <i>Aquacult. Fish. Manage. 22(4)</i>: 463-471","Chan, H.H.",1991,"Effects of eyestalk ablation, thoracic ganglion extract and gonad extract from ""spent spawners"" on ovarian maturation in pond-reared shrimps, <i>Penaeus monodon</i> Fabricius",,Aquaculture and Fisheries Management,,,22,4,463-471,
"<b>Robinette, R.L.; Ha, J.C.</b> (2000). Beach-foraging behavior of northwestern crows as a function of tide height. <i>Northwest. Nat. 81(1)</i>: 18-21","Robinette, R.L.; Ha, J.C.",2000,Beach-foraging behavior of northwestern crows as a function of tide height,,Northwestern Naturalist,,,81,1,18-21,
"<b>Van Hoey, G.; Colson, L.; Hillewaert, H.; Wittoeck, J.; Vanaverbeke, J.</b> (2015). Staalname rapportage 4shore en 4shorebis campagne T1 - Voorjaar 2015. <i>ILVO Mededeling</i>, 194. Instituut voor Landbouw- en Visserijonderzoek: Oostende. 47 pp.","Van Hoey, G.; Colson, L.; Hillewaert, H.; Wittoeck, J.; Vanaverbeke, J.",2015,Staalname rapportage 4shore en 4shorebis campagne T1 - Voorjaar 2015,,ILVO Mededeling,Instituut voor Landbouw- en Visserijonderzoek,Oostende,194,,47,
"<b>Gutt, J.; Griffiths, H.J.; Jones, C.D.</b> (2013). Circumpolar overview and spatial heterogeneity of Antarctic macrobenthic communities. <i>Mar. Biodiv. 43(4)</i>: 481-487. <a href=""https://hdl.handle.net/10.1007/s12526-013-0152-9"" target=""_blank"">https://hdl.handle.net/10.1007/s12526-013-0152-9</a>","Gutt, J.; Griffiths, H.J.; Jones, C.D.",2013,Circumpolar overview and spatial heterogeneity of Antarctic macrobenthic communities,,Marine Biodiversity,,,43,4,481-487,https://hdl.handle.net/10.1007/s12526-013-0152-9
"<b>White, W.R.; Milli, H.; Crabbe, A.D.</b> (1978). Sediment transport: An appraisal of available methods: Volume 2. Performance of theoreticalmethods when applied to flume and field data. Hydraulics Research Station: Wallingford.  54 + tables, figures pp.","White, W.R.; Milli, H.; Crabbe, A.D.",1978,Sediment transport: An appraisal of available methods: Volume 2. Performance of theoreticalmethods when applied to flume and field data,,,Hydraulics Research Station,Wallingford,,,"54 + tables, figures",
"<b>Verwaest, T.; Spiesschaert, T.; Altomare, C.; Suzuki, T.; Mostaert, F.</b> (2019). CREST golftankproeven: factual data rapport. Versie 2.0. <i>WL Rapporten</i>, 17_039_1. Waterbouwkundig Laboratorium: Antwerpen. VIII, 22 + 96 p. bijl. pp.","Verwaest, T.; Spiesschaert, T.; Altomare, C.; Suzuki, T.; Mostaert, F.",2019,CREST golftankproeven: factual data rapport,,WL Rapporten,Waterbouwkundig Laboratorium,Antwerpen,17_039_1,,"VIII, 22 + 96 p. bijl.",
"<b>Tessler, Z.D.; Vörösmarty, C.J.; Grossberg, M.; Gladkova, I.; Aizenman, H.; Syvitski, J.P.M.; Foufoula-Georgiou, E.</b> (2015). Profiling risk and sustainability in coastal deltas of the world. <i>Science (Wash.) 349(6248)</i>: 638-643. <a href=""http://hdl.handle.net/10.1126/science.aab3574 "" target=""_blank"">hdl.handle.net/10.1126/science.aab3574 </a>","Tessler, Z.D.; Vörösmarty, C.J.; Grossberg, M.; Gladkova, I.; Aizenman, H.; Syvitski, J.P.M.; Foufoula-Georgiou, E.",2015,Profiling risk and sustainability in coastal deltas of the world,,Science (Washington),,,349,6248,638-643,http://hdl.handle.net/10.1126/science.aab3574
