String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination
"Jensen, P. (1986). The nematode fauna in the sulphide-rich brine seep and adjacent bottoms of the East Flower Garden, NW Gulf of Mexico. II. Monhysterida. <em>Zoologica Scripta.</em> 15(1): 1-11.","Jensen, P.",1986,"The nematode fauna in the sulphide-rich brine seep and adjacent bottoms of the East Flower Garden, NW Gulf of Mexico. II. Monhysterida",,Zoologica Scripta,,,15,1,1-11
"Jensen, P. (1992). Predatory nematodes from the deep-sea: description of species from the Norwegian Sea, diversity of feeding types and geographical distribution. <em>Cah. Biol. Mar.</em> 33: 1-23.","Jensen, P.",1992,"Predatory nematodes from the deep-sea: description of species from the Norwegian Sea, diversity of feeding types and geographical distribution.",,Cah. Biol. Mar.,,,33,,1-23
"John, C.C. (1931). Cephalodiscus. <em>Discovery Reports, III. University Press: Cambridge.</em> 223-260, plates XXXIII-XXXVIII pp.","John, C.C.",1931,Cephalodiscus,,"Discovery Reports, III. University Press: Cambridge",,,III,,"223-260, plates XXXIII-XXXVIII"
"Johnston, T. H. (1938). A Census of the Free-living and Plant-parasite Nematodes Recorded as Occurring in Australia. <em>Transactions of the Royal Society of Australia.</em> 62(1): 149-167.","Johnston, T. H.",1938,A Census of the Free-living and Plant-parasite Nematodes Recorded as Occurring in Australia,,Transactions of the Royal Society of Australia,,,62,1,149-167
"Jones, D.S. (2000). Crustacea Cirripedia Thoracica: Chionelasmatoidea and Pachylasmatoidea (Balanomorpha) of New Caledonia, Vanuatu and Wallis and Futuna Islands, with a review of all currently assigned taxa. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 21. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 184: 141-283.","Jones, D.S.",2000,"Crustacea Cirripedia Thoracica: Chionelasmatoidea and Pachylasmatoidea (Balanomorpha) of New Caledonia, Vanuatu and Wallis and Futuna Islands, with a review of all currently assigned taxa",Résultats des Campagnes MUSORSTOM 21,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,184,,141-283
"Jones, E. B. G.; Suetrong, S.; Sakayaroj, J.; Bahkali, A. H.; Abdel-Wahab, M. A.; Boekhout, T.; Pang, K.-L. (2015). Classification of marine Ascomycota, Basidiomycota, Blastocladiomycota and Chytridiomycota. <em>Fungal Diversity.</em> 73(1): 1-72.","Jones, E. B. G.; Suetrong, S.; Sakayaroj, J.; Bahkali, A. H.; Abdel-Wahab, M. A.; Boekhout, T.; Pang, K.-L.",2015,"Classification of marine Ascomycota, Basidiomycota, Blastocladiomycota and Chytridiomycota",,Fungal Diversity,,,73,1,1-72
"Jouk, P. E. H.; Hummon, W. D.; Hummon, M. R.; Roidou, E. (1992). Marine Gastrotricha from the Belgian coast: Species list and distribution. <em>Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Biologie.</em> 62: 87-90.","Jouk, P. E. H.; Hummon, W. D.; Hummon, M. R.; Roidou, E.",1992,Marine Gastrotricha from the Belgian coast: Species list and distribution,,"Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Biologie",,,62,,87-90
"Jouk, P. E. H.; Martens, E. E.; Schockaert, E. R. (2007). Cirrifera genitoductus, n. sp. (Platyhelminthes, Proseriata, Coelogynoporidae) from the Belgian coast, with observations on its ultrastructure and its significance for the taxonomy of the Coelogynoporidae. <em>Belgian Journal of Zoology.</em> 137:223-230.","Jouk, P. E. H.; Martens, E. E.; Schockaert, E. R.",2007,"Cirrifera genitoductus, n. sp. (Platyhelminthes, Proseriata, Coelogynoporidae) from the Belgian coast, with observations on its ultrastructure and its significance for the taxonomy of the Coelogynoporidae.",,Belgian Journal of Zoology,,,137,,223-230
Journal of Clinical Hypertension. Elsevier: New York.  ISSN 0748-450X,,,Journal of Clinical Hypertension,,,Elsevier,New York,,,
Journal of Experimental Psychology-Animal Learning and Cognition: Washington.  ISSN 0097-7403,,,Journal of Experimental Psychology-Animal Learning and Cognition,,,,Washington,,,
Journal of Health Organization and Management: Bingley.  ISSN 1477-7266; e-ISSN 1758-7247,,,Journal of Health Organization and Management,,,,Bingley,,,
Journal of Korean Studies: Lanham.  ISSN 0731-1613,,,Journal of Korean Studies,,,,Lanham,,,
Journal of Mechanical Design. ASME: New York.  ISSN 1050-0472,,,Journal of Mechanical Design,,,ASME,New York,,,
Journal of Northeast Normal University: Changchun.  ISSN 1000-1832,,,Journal of Northeast Normal University,,,,Changchun,,,
Journal of Ornamental Aquatics. Iranian Ornamental Fish Society (IOFS).,,,Journal of Ornamental Aquatics,,,Iranian Ornamental Fish Society (IOFS),,,,
Journal of Shia Islamic Studies: London.  ISSN 1748-9423,,,Journal of Shia Islamic Studies,,,,London,,,
Journal of the Chinese Medical Association: Taipei.  ISSN 1726-4901; e-ISSN 1728-7731,,,Journal of the Chinese Medical Association,,,,Taipei,,,
Journal of the Institution of Municipal Engineers. Institution of Municipal Engineers: London.  ISSN 0020-3505,,,Journal of the Institution of Municipal Engineers,,,Institution of Municipal Engineers,London,,,
Jrsm Cardiovascular Disease. SAGE PUBLICATIONS LTD: London.  ISSN 2048-0040,,,Jrsm Cardiovascular Disease,,,SAGE PUBLICATIONS LTD,London,,,
"Juario, J. V. (1974). Neue freilebende Nematoden aus dem Sublitoral der Deutschen Bucht [New Free-living Nematodes from the Sublittoral Zone of the German Bight]. <em>Veroffentlichungen des Instituts fuer Meeresforschung in Bremerhaven.</em> 14: 275-303.","Juario, J. V.",1974,Neue freilebende Nematoden aus dem Sublitoral der Deutschen Bucht [New Free-living Nematodes from the Sublittoral Zone of the German Bight],,Veroffentlichungen des Instituts fuer Meeresforschung in Bremerhaven,,,14,,275-303
"Jullien, J. (1882). Note sur une nouvelle division des Bryozoaires cheilostomiens. <em>Bull. Soc. Zool. Fr.</em> 6: 271-285.","Jullien, J.",1882,Note sur une nouvelle division des Bryozoaires cheilostomiens,,Bull. Soc. Zool. Fr.,,,6,,271-285
"Kaas, P. & Van Belle, R. A. (1981). The genus <i>Lepidochitona</i> Gray, 1821 in the Northeastern Atlantic Ocean, the Mediterranean sea and the Black Sea. <em>Zoologische Verhandelingen.</em> 185: 1-43.","Kaas, P. & Van Belle, R. A.",1981,"The genus <i>Lepidochitona</i> Gray, 1821 in the Northeastern Atlantic Ocean, the Mediterranean sea and the Black Sea.",,Zoologische Verhandelingen,,,185,,1-43
"Kaasschieter, J. (1961). Foraminifera of the Eocene of Belgium. <em>Institut Royal des Sciences Naturelles de Belgique, Mémoires.</em> 147: 1-271.","Kaasschieter, J.",1961,Foraminifera of the Eocene of Belgium,,"Institut Royal des Sciences Naturelles de Belgique, Mémoires",,,147,,1-271
"Kallstenius, E. (1892). Eine neue Art der Oligochaetengattung Amphichaeta. <em>Biologiska Foereningens förhandlingar.</em> iv, pp. 42-55, 5 figg.","Kallstenius, E.",1892,Eine neue Art der Oligochaetengattung Amphichaeta,,Biologiska Foereningens förhandlingar,,,iv,,"42-55, 5 figg."
"Kaplan, G. (1958). Premières observations sur les gastrotriches  psammophiles des côtes du Calvados. <em>Archives de zoologie expérimentale et générale.</em> 1: 27-37.","Kaplan, G.",1958,Premières observations sur les gastrotriches  psammophiles des côtes du Calvados.,,Archives de zoologie expérimentale et générale.,,,1,,27-37
"Karaman, G. S. (1980). Revision of some genera of family Corophiidae with description of three new genera. <em>Poljoprivreda I Sumarstvo, Titograd.</em> 26(3): 13-24.","Karaman, G. S.",1980,Revision of some genera of family Corophiidae with description of three new genera,,"Poljoprivreda I Sumarstvo, Titograd",,,26,3,13-24
"Karaytug, S. & R. Huys. (2004). Taxonomic position of and generic distinction between Parepactophanes Kunz, 1935 and Taurocletodes Kunz, 1975 (Copepoda, Canthocamptidae incertae sedis), with description of a new species from the Black Sea. <em>Zoological Journal of the Linnean Society.</em> 140(4): 469-486.","Karaytug, S. & R. Huys",2004,"Taxonomic position of and generic distinction between Parepactophanes Kunz, 1935 and Taurocletodes Kunz, 1975 (Copepoda, Canthocamptidae incertae sedis), with description of a new species from the Black Sea",,Zoological Journal of the Linnean Society,,,140,4,469-486
"Karhan, S. Ü.; Yokeş, M. B. (2012). An earlier record of the Indo-Pacific swimming crab, <I>Gonioinfradens paucidentatus</I> (A. Milne-Edwards, 1861) (Decapoda, Brachyura, Portunidae) off the Mediterranean coast of Turkey. <em>Crustaceana.</em> 85(1): 117-121.","Karhan, S. Ü.; Yokeş, M. B.",2012,"An earlier record of the Indo-Pacific swimming crab, <I>Gonioinfradens paucidentatus</I> (A. Milne-Edwards, 1861) (Decapoda, Brachyura, Portunidae) off the Mediterranean coast of Turkey",,Crustaceana,,,85,1,117-121
"Karling, T. G. (1935). Mitteilungen ueber Turbellarien aus dem Finnischen Meerbusen: 1. Dalyellia nigrifrons n. sp. 2. Promesostoma cochlearis n.sp. <em>Mem Soc Fauna Flora fenn.</em> 10:388-395.","Karling, T. G.",1935,Mitteilungen ueber Turbellarien aus dem Finnischen Meerbusen: 1. Dalyellia nigrifrons n. sp. 2. Promesostoma cochlearis n.sp.,,Mem Soc Fauna Flora fenn,,,10,,388-395
"Karling, T. G. (1947). Studien über Kalyptorhynchien (Turbellaria). I. Die Familien Placorhynchidae und Gnathorhynchidae. <em>Acta Zoologica Fennica. Societas pro Fauna et Flora Fennica.</em> 50:1-64.","Karling, T. G.",1947,Studien über Kalyptorhynchien (Turbellaria). I. Die Familien Placorhynchidae und Gnathorhynchidae.,,Acta Zoologica Fennica,Societas pro Fauna et Flora Fennica,,50,,1-64
"Karling, T. G. (1956). Zur Kenntnis einiger Gnathorhynchiden nebst Beschreibung einer neuen Gattung. <em>Arkiv för Zoologi.</em> 9: 343-353.","Karling, T. G.",1956,Zur Kenntnis einiger Gnathorhynchiden nebst Beschreibung einer neuen Gattung.,,Arkiv för Zoologi,,,9,,343-353
"Karling, T. G. (1966). Marine Turbellaria from the Pacific Coast of North America. IV. Coelogynoporidae and Monocelididae. <em>Ark Zool (Ser. 2).</em> 18(22): 493-528.","Karling, T. G.",1966,Marine Turbellaria from the Pacific Coast of North America. IV. Coelogynoporidae and Monocelididae.,,Ark Zool (Ser. 2),,,18,22,493-528
"Karlsson, J.; Kuylenstierna, M.; Åberg, P. (1992). Contribution to the seaweed flora of Sweden: New or otherwise interesting records from the west coast. <em>Acta Phytogeographica Suecica.</em> 78: 49-63.","Karlsson, J.; Kuylenstierna, M.; Åberg, P.",1992,Contribution to the seaweed flora of Sweden: New or otherwise interesting records from the west coast,,Acta Phytogeographica Suecica,,,78,,49-63
"Karrer, C. (1986). Occurrence of the Barrelfish, <i>Hyperoglyphe perciformis</i> (Teleostei, Perciformes, Stromateoidei) in the Mediterranean Sea and off Portugal. <em>Cybium.</em> 10: 77-83.","Karrer, C.",1986,"Occurrence of the Barrelfish, <i>Hyperoglyphe perciformis</i> (Teleostei, Perciformes, Stromateoidei) in the Mediterranean Sea and off Portugal.",,Cybium,,,10,,77-83
"Kato, Tetsuya; Pleijel, Fredrik. (2003). A revision of <i>Paranaitis</i> Southern, 1914 (Polychaeta: Phyllodocidae). <em>Zoological Journal of the Linnean Society.</em> 138(4): 379-429.","Kato, Tetsuya; Pleijel, Fredrik",2003,"A revision of <i>Paranaitis</i> Southern, 1914 (Polychaeta: Phyllodocidae)",,Zoological Journal of the Linnean Society,,,138,4,379-429
"Keller, C. (1883). Die Fauna im Suez Kanal und die Diffusion der mediterranen und erythraischen Thierwelt. Eine thiergeographische Untersuchung. <em>Neue Denkschriften der allgemeinen Schweizerischen Gesellschaft fur die gesammten Naturwissenschaften.</em> 28 (2): 1-39.","Keller, C.",1883,Die Fauna im Suez Kanal und die Diffusion der mediterranen und erythraischen Thierwelt. Eine thiergeographische Untersuchung.,,Neue Denkschriften der allgemeinen Schweizerischen Gesellschaft fur die gesammten Naturwissenschaften,,,28,2,1-39
"Keller, C. (1889). Die Spongienfauna des rothen Meeres (I. Hälfte). <em>Z. wiss. Zool.</em> 48: 311-405, pls XX-XXV.","Keller, C.",1889,Die Spongienfauna des rothen Meeres (I. Hälfte),,Z. wiss. Zool.,,,48,,"311-405, pls XX-XXV"
"Kensley, B. (1977). The South African Museum's Meiring Naude cruises, Part 2. Crustacea, Decapoda, Anomura and Brachyura. <em>Annals of the South African Museum.</em> 72(9): 161-188.","Kensley, B.",1977,"The South African Museum's Meiring Naude cruises, Part 2. Crustacea, Decapoda, Anomura and Brachyura",,Annals of the South African Museum,,,72,9,161-188
"Kensley, B. (1980). Decapod and isopod crustaceans from the west coast of southern Africa, including seamounts Vema and Trip. <em>Annals of the South African Museum.</em> 83(2): 13-32.","Kensley, B.",1980,"Decapod and isopod crustaceans from the west coast of southern Africa, including seamounts Vema and Trip",,Annals of the South African Museum,,,83,2,13-32
"Keppel, E.; Sigovini, M.; Tagliapietra, D. (2012). A new geographical record of <i>Polycera hedgpethi</i> Er. Marcus, 1964 (Nudibranchia: Polyceridae) and evidence of its established presence in the Mediterranean Sea, with a review of its geographical distribution. <em>Marine Biology Research.</em> 8(10): 969-981.","Keppel, E.; Sigovini, M.; Tagliapietra, D.",2012,"A new geographical record of <i>Polycera hedgpethi</i> Er. Marcus, 1964 (Nudibranchia: Polyceridae) and evidence of its established presence in the Mediterranean Sea, with a review of its geographical distribution",,Marine Biology Research,,,8,10,969-981
"Kerckhof, F. (1990). An invasion of the Purple Jellyfish, Pelagia noctiluca (Forskal, 1775), along the Belgian coast [Een invasie van de Parelkwal Pelagia noctiluca (Forskal, 1775) langs de Belgische kust]. <em>De Strandvlo.</em> 10(4): 101-109.","Kerckhof, F.",1990,"An invasion of the Purple Jellyfish, Pelagia noctiluca (Forskal, 1775), along the Belgian coast [Een invasie van de Parelkwal Pelagia noctiluca (Forskal, 1775) langs de Belgische kust].",,De Strandvlo,,,10,4,101-109
"Kerckhof, F. (1998). Het voorkomen van Balanus amphitrite langs de kust, in 1996 en 1997. <em>De Strandvlo.</em> 18(4): 170-179.","Kerckhof, F.",1998,"Het voorkomen van Balanus amphitrite langs de kust, in 1996 en 1997",,De Strandvlo,,,18,4,170-179
"Kerckhof, F. (2000). Waarnemingen van de mosdiertjes <i>Cryptosula pallasiana</i> (Moll, 1803), <i>Bugula stolonifera</i> Ryland, 1960 en <i>Bugula neritina</i> (Linnaeus, 1758), nieuw voor de Belgische fauna. <em>De Strandvlo.</em> 20(3): 114-126.","Kerckhof, F.",2000,"Waarnemingen van de mosdiertjes <i>Cryptosula pallasiana</i> (Moll, 1803), <i>Bugula stolonifera</i> Ryland, 1960 en <i>Bugula neritina</i> (Linnaeus, 1758), nieuw voor de Belgische fauna",,De Strandvlo,,,20,3,114-126
"Kerckhof, F. (2001). Het mosdiertje <i>Bugula simplex</i> Hincks, 1886 (Bryozoa, Cheilostomatida) nieuw voor de Belgische fauna [The bryozoan <i>Bugula simplex</i> Hincks, 1886 (Bryozoa, Cheilostomatida) new species for the Belgian fauna]. <em>De Strandvlo.</em> 21(1): 36-39.","Kerckhof, F.",2001,"Het mosdiertje <i>Bugula simplex</i> Hincks, 1886 (Bryozoa, Cheilostomatida) nieuw voor de Belgische fauna [The bryozoan <i>Bugula simplex</i> Hincks, 1886 (Bryozoa, Cheilostomatida) new species for the Belgian fauna]",,De Strandvlo,,,21,1,36-39
"Kerckhof, F.; Dumoulin, E. (1987). Eerste vondsten van de Amerikaanse zwaardschede Ensis directus (Conrad, 1843) langs de Belgische kust. <em>De Strandvlo.</em> 7(2): 51-52.","Kerckhof, F.; Dumoulin, E.",1987,"Eerste vondsten van de Amerikaanse zwaardschede Ensis directus (Conrad, 1843) langs de Belgische kust",,De Strandvlo,,,7,2,51-52
"Kerckhof, F.; Stegenga, H. (2003). Nieuwe <i>Polysiphonia</i>-soorten voor België en Noord-Frankrijk, met een gereviseerde determineertabel voor de soorten van het geslacht <i>Polysiphonia</i> in deze regio [New <i>Polysiphonia</i> species for Belgium and Northern France, with a revised key to the species of the genus <i>Polysiphonia</i> in this region]. <em>Dumortiera.</em> 80: 40-45.","Kerckhof, F.; Stegenga, H.",2003,"Nieuwe <i>Polysiphonia</i>-soorten voor België en Noord-Frankrijk, met een gereviseerde determineertabel voor de soorten van het geslacht <i>Polysiphonia</i> in deze regio [New <i>Polysiphonia</i> species for Belgium and Northern France, with a revised key to the species of the genus <i>Polysiphonia</i> in this region]",,Dumortiera,,,80,,40-45
"Kerckhof, F.; Verbeke, D.; Bauwens, F. (2012). Nieuws uit de Baai van Heist: de roodwieren Caulacanthus ustulatus (Mertens ex Turner) Kützing, 1843 en Gracilaria vermiculophylla (Ohmi) Papenfuss 1967 nieuw voor de Belgische kust en een merkwaardig habitat van intertidale mossels. <em>De Strandvlo.</em> 32(1): 19-23.","Kerckhof, F.; Verbeke, D.; Bauwens, F.",2012,"Nieuws uit de Baai van Heist: de roodwieren Caulacanthus ustulatus (Mertens ex Turner) Kützing, 1843 en Gracilaria vermiculophylla (Ohmi) Papenfuss 1967 nieuw voor de Belgische kust en een merkwaardig habitat van intertidale mossels",,De Strandvlo,,,32,1,19-23
"Kihara, T.C. & R. Huys. (2009). Contributions to the taxonomy of the Normanellidae (Copepoda, Harpacticoida): description of a new genus from the Brazilian continental shelf and re-assignment of Pseudocletodes vararensis Scott & Scott, 1893 (ex Nannopodidae). <em>Zootaxa.</em> 2233: 1-38.","Kihara, T.C. & R. Huys",2009,"Contributions to the taxonomy of the Normanellidae (Copepoda, Harpacticoida): description of a new genus from the Brazilian continental shelf and re-assignment of Pseudocletodes vararensis Scott & Scott, 1893 (ex Nannopodidae)",,Zootaxa,,,2233,,1-38
