String,Author,Year,Title,Book,Journal,Volume,Issue,Pagination
"Dumoulin, E. (1997). Het invasieachtig voorkomen in de zuidelijke Noordzee van de hydromedusen Nemopsis bachei L. Agassiz, 1849 en Eucheilota maculata Hartlaub, 1894 in augustus-september 1996 (met aanvullende data voor 1997) (Hydrozoa: Athecata, Thecata). [The invasion-like occurrence in the southern North Sea of the hydromedusae Nemopsis bachei L. Agassiz, 1849 and Eucheilota maculata Hartlaub, 1894 in August-September 1996 (with supplementary data for 1997) (Hydrozoa: Athecata, Thecata).]. <em>De Strandvlo.</em> 17(4): 102-126.","Dumoulin, E.",1997,"Het invasieachtig voorkomen in de zuidelijke Noordzee van de hydromedusen Nemopsis bachei L. Agassiz, 1849 en Eucheilota maculata Hartlaub, 1894 in augustus-september 1996 (met aanvullende data voor 1997) (Hydrozoa: Athecata, Thecata). [The invasion-like occurrence in the southern North Sea of the hydromedusae Nemopsis bachei L. Agassiz, 1849 and Eucheilota maculata Hartlaub, 1894 in August-September 1996 (with supplementary data for 1997) (Hydrozoa: Athecata, Thecata).]",,De Strandvlo,17,4,102-126
"Dumoulin, E. (2004). Snelle areaaluitbreiding van het penseelkrabbetje Hemigrapsus penicillatus (de Haan, 1835) langs de kusten van de Zuidelijke Bocht van de Noordzee, status van haar opmars in de Westerschelde en beschouwingen over de ecologie en het gedrag van de soort. <em>De Strandvlo.</em> 24(1): 5-35.","Dumoulin, E.",2004,"Snelle areaaluitbreiding van het penseelkrabbetje Hemigrapsus penicillatus (de Haan, 1835) langs de kusten van de Zuidelijke Bocht van de Noordzee, status van haar opmars in de Westerschelde en beschouwingen over de ecologie en het gedrag van de soort",,De Strandvlo,24,1,May-35
"Dumoulin, E.; De Blauwe, H. (1999). Het bruinwier Undaria pinnatifida (Harvey) Suringar aangetroffen in de jachthaven van Zeebrugge: met gegevens over het voorkomen in Europa en de wijze van verspreiding (Phaeophyta: Laminariales). <em>De Strandvlo.</em> 19(4): 182-188.","Dumoulin, E.; De Blauwe, H.",1999,Het bruinwier Undaria pinnatifida (Harvey) Suringar aangetroffen in de jachthaven van Zeebrugge: met gegevens over het voorkomen in Europa en de wijze van verspreiding (Phaeophyta: Laminariales),,De Strandvlo,19,4,182-188
"Dupuis, M.P. (1927). Faune malacologique de la Belgique: notes concernant la découverte par le Dr. Giltay de deux espèces de mollusques nouveaux pour la faune belge. <em>Ann. Soc. R. Zool. Bel.</em> 58: 31-38.","Dupuis, M.P.",1927,Faune malacologique de la Belgique: notes concernant la découverte par le Dr. Giltay de deux espèces de mollusques nouveaux pour la faune belge.,,Ann. Soc. R. Zool. Bel.,58,,31-38
"Duval, D. M. (1963). The biology of <i>Petricola pholadiformis</i> Lamarck (Lamellibranchiata: Petricolidae). <em>Proceedings of the Malacological Society.</em> 35: 89-100.","Duval, D. M.",1963,The biology of <i>Petricola pholadiformis</i> Lamarck (Lamellibranchiata: Petricolidae),,Proceedings of the Malacological Society,35,,89-100
"Dyrynda, P. E. J.; Fairall, V. R.; Occhipinti Ambrogi, A.; D'Hondt, J.-L. (2000). The distribution, origins and taxonomy of Tricellaria inopinata d'Hondt and Occhipinti Ambrogi, 1985, an invasive bryozoan new to the Atlantic. <em>Journal of Natural History.</em> 34(10): 1993-2006.","Dyrynda, P. E. J.; Fairall, V. R.; Occhipinti Ambrogi, A.; D'Hondt, J.-L.",2000,"The distribution, origins and taxonomy of Tricellaria inopinata d'Hondt and Occhipinti Ambrogi, 1985, an invasive bryozoan new to the Atlantic",,Journal of Natural History,34,10,1993-2006
"Edmonds, S. J. (1991). Sipunculoidea and Echiuroidea: Sipunculans and Echiurans from the Philippines and New Caledonia (ESTASE 2, BIOCAL, MUSORSTOM 3 and 4). <em>in: Crosnier, A. Résultats des Campagnes MUSORSTOM 8. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 151, 83-90.","Edmonds, S. J.",1991,"Sipunculoidea and Echiuroidea: Sipunculans and Echiurans from the Philippines and New Caledonia (ESTASE 2, BIOCAL, MUSORSTOM 3 and 4)",Résultats des Campagnes MUSORSTOM 8,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",151,,83-90
"Edwards, M.; John, A.W.G.; Johns, D.G.; Reid, P.C. (2001). Case history and persistence of the non-indigenous diatom Coscinodiscus wailesii in the north-east Atlantic. <em>J. Mar. Biol. Ass. U.K.</em> 81(2): 207-211.","Edwards, M.; John, A.W.G.; Johns, D.G.; Reid, P.C.",2001,Case history and persistence of the non-indigenous diatom Coscinodiscus wailesii in the north-east Atlantic.,,J. Mar. Biol. Ass. U.K.,81,2,207-211
"Ehlers, E. (1901). Die Anneliden der Sammlung Plate, in: Plate, L. (1902). Fauna chilensis. Abhandlungen zur Kenntniss der Zoologie Chiles nach den Sammlungen von Dr. L. Plate. Zweiter Band. <em>Zoologische Jahrbücher.</em> Supplementband V: 251-272.","Ehlers, E",1901,Die Anneliden der Sammlung Plate,Fauna chilensis. Abhandlungen zur Kenntniss der Zoologie Chiles nach den Sammlungen von Dr. L. Plate. Zweiter Band,Zoologische Jahrbücher,,,251-272
"Ehlers, U. (1972). Systematisch-phylogenetische Untersuchungen an der Familie Solenopharyngidae (Turbellaria, Neorhabdocoela). <em>Mikrofauna Meeresbodens.</em> 11:1-78.","Ehlers, U.",1972,"Systematisch-phylogenetische Untersuchungen an der Familie Solenopharyngidae (Turbellaria, Neorhabdocoela).",,Mikrofauna Meeresbodens,11,,Jan-78
"Ehlers, U. (1974). Interstitielle Typhloplanoida (Turbellaria) aus dem Litoral der Nordseeinsel Sylt. <em>Mikrofauna des Meeres.</em> 49:1-102 (427-527).","Ehlers, U.",1974,Interstitielle Typhloplanoida (Turbellaria) aus dem Litoral der Nordseeinsel Sylt.,,Mikrofauna des Meeres,49,,1-102 (427-526)
"Ehrhart, J. F. (1783). Botanische Zurechtweisungen und Beschreibung zweyer neuen Pflanzen. Moenchia und Honckenya. <em>Neues Magazin für Aerzte.</em> 5: 193-208.","Ehrhart, J. F.",1783,Botanische Zurechtweisungen und Beschreibung zweyer neuen Pflanzen. Moenchia und Honckenya.,,Neues Magazin für Aerzte,5,,193-208
"Eitan, G. (1972). Types of metamorphosis and early astogeny in <i>Hippopodina feegeensis</i> (Busk) (Bryozoa:-Ascophora). <em>Journal of Experimental Marine Biology and Ecology.</em> 8(1): 27-30.","Eitan, G.",1972,Types of metamorphosis and early astogeny in <i>Hippopodina feegeensis</i> (Busk) (Bryozoa:-Ascophora),,Journal of Experimental Marine Biology and Ecology,8,1,27-30
"El Nagar, A.; Huys, R.; Bishop, J. (2010). Widespread occurrence of the Southern Hemisphere ascidian Corella eumyota Traustedt, 1882 on the Atlantic coast of Iberia. <em>Aquatic Invasions.</em> 5(2): 169-173.","El Nagar, A.; Huys, R.; Bishop, J.",2010,"Widespread occurrence of the Southern Hemisphere ascidian Corella eumyota Traustedt, 1882 on the Atlantic coast of Iberia",,Aquatic Invasions,5,2,169-173
"El-Rashidy, H. H.; Boxshall, G. A. (2012). A new copepod (Siphonostomatoida: Lernanthropidae) parasitic on a Red Sea immigrant dragonet (Actinopterygii: Callionymidae), with a review of records of parasitic copepods from dragonets. <em>Systematic Parasitology.</em> 81(2): 87-96.","El-Rashidy, H. H.; Boxshall, G. A.",2012,"A new copepod (Siphonostomatoida: Lernanthropidae) parasitic on a Red Sea immigrant dragonet (Actinopterygii: Callionymidae), with a review of records of parasitic copepods from dragonets",,Systematic Parasitology,81,2,87-96
"El-Rashidy, H.H. & G.A. Boxshall. (2009). Parasites Gained: Alien Parasites Switching to Native Hosts. <em>Journal of Parasitology.</em> 95(6): 1326-1329.","El-Rashidy, H.H. & G.A. Boxshall",2009,Parasites Gained: Alien Parasites Switching to Native Hosts.,,Journal of Parasitology,95,6,1326-1329
"Elliott, B.; Degraer, S.; Bursey, M.; Vincx, M. (1997). Intertidal zonation of macroinfauna on a dissipative, sandy beach at De Panne (Belgium): a pilot study. <em>Biol. Jaarb. Dodonaea.</em> 64, 92-108.","Elliott, B.; Degraer, S.; Bursey, M.; Vincx, M.",1997,"Intertidal zonation of macroinfauna on a dissipative, sandy beach at De Panne (Belgium): a pilot study",,Biol. Jaarb. Dodonaea,64,,92-108
"Elofson, O. (1941). Zur Kenntnis der marinen Ostracoden Schwedens mit besonderer Beruecksichtigung des Skagerraks. <em>Zoologiska Bildrag från Uppsala.</em> 19: 215-534.","Elofson, O.",1941,Zur Kenntnis der marinen Ostracoden Schwedens mit besonderer Beruecksichtigung des Skagerraks,,Zoologiska Bildrag från Uppsala,19,,215-534
"Emig, C.C.; Roldán, C.; Viéitez, J.M. (2001). Phoronida. <em>In: Costello, M.J. et al. (Ed.) (2001). European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels.</em> 50: pp. 324-325.","Emig, C.C.; Roldán, C.; Viéitez, J.M.",2001,Phoronida,European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification,Collection Patrimoines Naturels,50,,324-325
"Engl, W. (1995). Specie prevalentemente lessepsiane attestate lungo le coste turche. <em>Bollettino Malacologico.</em> 31(1-4): 43-50.","Engl, W.",1995,Specie prevalentemente lessepsiane attestate lungo le coste turche,,Bollettino Malacologico,31,01-Apr,43-50
"Engl, W.; Çeviker, D. (1999). New migrant species from southeast Turkey: <i>Psammotreta praerupta</i> (Salisbury, 1934) and <i>Antigona lamellaris</i> Schumacher, 1817. <em>La Conchiglia.</em> 290: 17-20.","Engl, W.; Çeviker, D.",1999,"New migrant species from southeast Turkey: <i>Psammotreta praerupta</i> (Salisbury, 1934) and <i>Antigona lamellaris</i> Schumacher, 1817",,La Conchiglia,290,,17-20
"Erséus, C. (1990). The marine Tubificidae and Naididae (Oligochaeta) of Southwestern Australia. <em>In: Proceedings of the Third International Marine Biological Workshop: The Marine Flora and Fauna of Albany, Western Australia.</em> 1, 43-88.","Erséus, C.",1990,The marine Tubificidae and Naididae (Oligochaeta) of Southwestern Australia,"Proceedings of the Third International Marine Biological Workshop: The Marine Flora and Fauna of Albany, Western Australia",,1,,43-88
"Eryilmaz, L.; Dalyan, C. (2006). First record of <i>Apogon queketti</i> Gilchrist (Osteichthyes: Apogonidae) in the Mediterranean Sea. <em>Journal of Fish Biology.</em> 69(4): 1251-1254.","Eryilmaz, L.; Dalyan, C.",2006,First record of <i>Apogon queketti</i> Gilchrist (Osteichthyes: Apogonidae) in the Mediterranean Sea,,Journal of Fish Biology,69,4,1251-1254
"Esteves, E.L.; Muricy, G. (2005). A new species of <i>Stelletta</i> (Demospongiae, Astrophorida) without microscleres from Abrolhos Archipelago, Northeastern Brazil. <em>Zootaxa.</em> 1006: 43-52.","Esteves, E.L.; Muricy, G.",2005,"A new species of <i>Stelletta</i> (Demospongiae, Astrophorida) without microscleres from Abrolhos Archipelago, Northeastern Brazil",,Zootaxa,1006,,43-52
"Faasse, M.; Ates, R. (2003). De Nederlandse polyclade platwormen (Platyhelminthes: Turbellaria: Polycladida) II De uit Amerika afkomstige <i>Euplana gracilis</i>. <em>Het Zeepaard.</em> 63:57-60.","Faasse, M.; Ates, R.",2003,De Nederlandse polyclade platwormen (Platyhelminthes: Turbellaria: Polycladida) II De uit Amerika afkomstige <i>Euplana gracilis</i>,,Het Zeepaard,63,2,57-60
"Faasse, M.; De Blauwe, H. (2002). De exotische samengestelde zakpijp Botrylloides violaceus Oka, 1927 in Nederland (Ascidiacea: Pleurogona: Styelidae) [The exotic colonial tunicate Botrylloides violaceus Oka, 1927 in the Netherlands (Ascidiacea: Pleurogona: Styelidae)]. <em>Het Zeepaard.</em> 62(5): 136-141.","Faasse, M.; De Blauwe, H.",2002,"De exotische samengestelde zakpijp Botrylloides violaceus Oka, 1927 in Nederland (Ascidiacea: Pleurogona: Styelidae) [The exotic colonial tunicate Botrylloides violaceus Oka, 1927 in the Netherlands (Ascidiacea: Pleurogona: Styelidae)]",,Het Zeepaard,62,5,136-141
"Faasse, M.; Van Moorsel, G. (2003). The North-American amphipods, Melita nitida Smith, 1873 and Incisocalliope aestuarius (Watling and Maurer, 1973) (Crustacea: Amphipoda: Gammaridea), introduced to the Western Scheldt estuary (The Netherlands). <em>Aquatic Ecology.</em> 37(1): 13-22.","Faasse, M.; Van Moorsel, G.",2003,"The North-American amphipods, Melita nitida Smith, 1873 and Incisocalliope aestuarius (Watling and Maurer, 1973) (Crustacea: Amphipoda: Gammaridea), introduced to the Western Scheldt estuary (The Netherlands)",,Aquatic Ecology,37,1,13-22
"Faasse, M.A.; Verboom, L.; Van der Loos, L. (2018). De Pacifische vlokreeft Aoroides semicurvatus in Nederland. <em>Macrofaunanieuwsmail.</em> 140: 21-23.","Faasse, M.A.; Verboom, L.; Van der Loos, L.",2018,De Pacifische vlokreeft Aoroides semicurvatus in Nederland,,Macrofaunanieuwsmail,140,,21-23
Fallon P.J. (2016). Taxonomic review of tropical western Atlantic shallow water Drilliidae (Mollusca: Gastropoda: Conoidea) including descriptions of 100 new species. <em>Zootaxa.</em> 4090(1): 1-363.,Fallon P.J.,2016,Taxonomic review of tropical western Atlantic shallow water Drilliidae (Mollusca: Gastropoda: Conoidea) including descriptions of 100 new species,,Zootaxa,4090,1,1-363
"Farnham, W. F.; Irvine, L. M. (1979). Discovery of members of the red algal family Solieriaceae in the British Isles. <em>British Phycological Journal.</em> 14: 123.","Farnham, W. F.; Irvine, L. M.",1979,Discovery of members of the red algal family Solieriaceae in the British Isles,,British Phycological Journal,14,,123
"Fauchald, K. (1977). The polychaete worms, definitions and keys to the orders, families and genera. <em>Natural History Museum of Los Angeles County: Los Angeles, CA (USA), Science Series.</em> 28:1-188.","Fauchald, K",1977,"The polychaete worms, definitions and keys to the orders, families and genera",,"Natural History Museum of Los Angeles County: Los Angeles, CA (USA), Science Series",28,,1-188
"Fauchald, K.; Jumars, P. A. (1979). The diet of worms: a study of polychaete feeding guilds. <em>Oceanography and Marine Biology, An Annual Review.</em> 17: 193-284.","Fauchald, K.; Jumars, P. A.",1979,The diet of worms: a study of polychaete feeding guilds,,"Oceanography and Marine Biology, An Annual Review",17,,193-284
"Fautin, D. G. (2016). Catalog to families, genera, and species of orders Actiniaria and Corallimorpharia (Cnidaria: Anthozoa). <em>Zootaxa.</em> 4145(1): 1-449.","Fautin, D. G.",2016,"Catalog to families, genera, and species of orders Actiniaria and Corallimorpharia (Cnidaria: Anthozoa)",,Zootaxa,4145,1,1-449
"Fauvel, A. (1861). <i>Communications</i>. M. Fauvel adresse la diagnose latine suivante d'une nouvelle espèce de Coléoptères de la famille des Staphyliniens, propre à la France. <em>Ann. Soc. Entomol. Fr.</em> Quatrième série. Tome premier: XXXIV-XXXV.","Fauvel, A.",1861,"<i>Communications</i>. M. Fauvel adresse la diagnose latine suivante d'une nouvelle espèce de Coléoptères de la famille des Staphyliniens, propre à la France.",,Ann. Soc. Entomol. Fr.,Quatrième série. Tome premier,,XXXIV-XXXV
"Fiege, Dieter; Licher, Frank; Mackie, Andrew S.Y. (2000). A partial review of the European Magelonidae (Annelida: Polychaeta): <i>Magelona mirabilis</i> redefined and <i>M. johnstoni</i> sp. nov. distinguished. <em>Journal of the Marine Biological Association of the United Kingdom.</em> 80(2): 215-234.","Fiege, Dieter; Licher, Frank; Mackie, Andrew S.Y.",2000,A partial review of the European Magelonidae (Annelida: Polychaeta): <i>Magelona mirabilis</i> redefined and <i>M. johnstoni</i> sp. nov. distinguished.,,Journal of the Marine Biological Association of the United Kingdom,80,2,215-234
"Fiers, F. (1982). New Canuellidae from the northern coast of Papua New Guinea (Copepoda: Harpacticoida). <em>Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Biologie or Mededelingen van het Koninklijk Natuurhistorisch Museum van België.</em> 54(4):1-32, pls. 1-17, tab. 1. (30-xi-1982, French summary).","Fiers, F.",1982,New Canuellidae from the northern coast of Papua New Guinea (Copepoda: Harpacticoida).,,"Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Biologie or Mededelingen van het Koninklijk Natuurhistorisch Museum van België.",54,4,"1-32, pls. 1-17, tab. 1"
"Fiers, F. (1986). Harpacticoid copepods from the West Indian Islands: Laophontidae (Copepoda, Harpacticoda). Amsterdam Expedition to the West Indian Islands, Report 48. Bijdragen tot de Dierkunde 56(1):132-164, figs. 1-18, tabs. 1-8. (French summary.)","Fiers, F.",1986,"Harpacticoid copepods from the West Indian Islands: Laophontidae (Copepoda, Harpacticoda). Amsterdam Expedition to the West Indian Islands, Report 48.",,Bijdragen tot de Dierkunde,56,1,"132-164, figs. 1-18, tabs. 1-8. (French summary.)"
"Fiers, F. (1987). Intercletodes interita n. gen., n. sp. and Orthopsyllus coralliophilus n. sp., two new copepods from the northern coast of Papua New Guinea. (Copepoda, Harpacticoida). Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Biologie 57:123-132, figs. 1-5, tab. 1.","Fiers, F.",1987,"Intercletodes interita n. gen., n. sp. and Orthopsyllus coralliophilus n. sp., two new copepods from the northern coast of Papua New Guinea. (Copepoda, Harpacticoida).",,"Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Biologie",57,,"123-132, figs. 1-5, tab. 1."
"Fiers, F. (1988). Probosciphontodes n. gen., a new genus of the family Ancorabolidae, with the description of two new species (Copepoda, Harpacticoida). Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Biologie 58:75-83.","Fiers, F.",1988,"Probosciphontodes n. gen., a new genus of the family Ancorabolidae, with the description of two new species (Copepoda, Harpacticoida).",,"Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Biologie",58,,75-83
