String,Authors,Year,Title,bookTitle,SeriesTitle,publishers,City,Volume,Issue,Pagination
"<b>Portnov, F.G.</b> (1968). Aéroionothérapie: methode et dosage, <b><i>in</i></b>: Gualtierotti, R. <i>et al.</i> (Ed.) <i>Bioclimatology, biometeorology and aeroionotherapy.</i> pp. 99-103","Portnov, F.G.",1968,Aéroionothérapie: methode et dosage,"Bioclimatology, biometeorology and aeroionotherapy",,,,,,99-103
"<b>Devriendt, C.; El-Kafafy, M.; Weijtjens, W.; De Sitter, G.; Guillaume, P.</b> (2014). Evaluation of different automated operational modal analysis techniques for the continuous monitoring of offshore wind turbines, <b><i>in</i></b>: Cunha, A. <i>et al.</i> (Ed.) <i>Proceedings of the 9th International Conference on Structural Dynamics, EURODYN 2014.</i> pp. 2239-2246","Devriendt, C.; El-Kafafy, M.; Weijtjens, W.; De Sitter, G.; Guillaume, P.",2014,Evaluation of different automated operational modal analysis techniques for the continuous monitoring of offshore wind turbines,"Proceedings of the 9th International Conference on Structural Dynamics, EURODYN 2014",,,,,,2239-2246
"(1997). Report of the study group on elasmobranch fishes, ICES headquarters, 26-30 May 1997. <i>CM Documents - ICES</i>, CM 1997(G:2). International Council for the Exploration of the Sea: Copenhagen.  ii, 22 + tables + figures + appendices pp.",,1997,"Report of the study group on elasmobranch fishes, ICES headquarters, 26-30 May 1997",,CM Documents - ICES,International Council for the Exploration of the Sea,Copenhagen,CM 1997,G:2,"ii, 22 + tables + figures + appendices"
(2007). Inland Navigation Europe. Annual report 2006. Inland Navigation Europe: Brussel.  18 pp.,,2007,Inland Navigation Europe. Annual report 2006,,,Inland Navigation Europe,Brussel,,,18
Verständliche wissenschaft.,,,Verständliche wissenschaft,,,,,,,
"<b>Institution of civil engineers</b> (2005). International conference on maintenance dredging II: proceedings of the international conference on maintenance dredging, organised by the institution of cicil engineers and held in Bristol, UK, on 6-7 May 2004. Institution of Civil Engineers: London. ISBN 0-7277-3288-9. 173 pp.",Institution of civil engineers,2005,"International conference on maintenance dredging II: proceedings of the international conference on maintenance dredging, organised by the institution of cicil engineers and held in Bristol, UK, on 6-7 May 2004",,,Institution of Civil Engineers,London,,,173
"<b>Gordon, D.P.</b> (2018). Bryozoans on seamounts, <b><i>in</i></b>: Cook, P. <i>et al.</i> (Ed.) <i>Australian Bryozoa Volume 1: Biology, Ecology and Natural History.</i> pp. 65-69","Gordon, D.P.",2018,Bryozoans on seamounts,"Australian Bryozoa Volume 1: Biology, Ecology and Natural History",,,,,,65-69
"(2007). Jagen 2(12). <i>Jagen : onafhankelijk magazine voor jagers en buitenlui</i>, 2(12). [S.n.]: [s.l.].",,2007,Jagen 2(12),,Jagen : onafhankelijk magazine voor jagers en buitenlui,,,2,12,
"<b>Simon, P.C.; Gillotay, D.; Peetermans, W.</b> (1994). Measurement of solar spectral irradiance (190 to 3000 nm), <b><i>in</i></b>: Vanderborght, O. <i>et al.</i> (Ed.) <i>IGBP and 'Global Change' related research in Belgium II.</i> pp. 115","Simon, P.C.; Gillotay, D.; Peetermans, W.",1994,Measurement of solar spectral irradiance (190 to 3000 nm),IGBP and 'Global Change' related research in Belgium II,,,,,,115
"<b>Rappé, K.</b> (2019). Goed doel: Op naar 1.000 VLIZ-leden!, <b><i>in</i></b>: <i>De Grote Rede 50. De Grote Rede: Nieuws over onze Kust en Zee,</i> 50: pp. 29","Rappé, K.",2019,Goed doel: Op naar 1.000 VLIZ-leden!,De Grote Rede 50,De Grote Rede: Nieuws over onze Kust en Zee,,,,,29
"<b>Faasse, M.</b> (2003). De Nederlandse polyclade platwormen (Platyhelminthes: Turbellaria: Polycladida): 3. De cryptogene <i>Stylochus flevensis</i> (Hofker, 1930). <i>Het Zeepaard 63(5)</i>: 153-158","Faasse, M.",2003,"De Nederlandse polyclade platwormen (Platyhelminthes: Turbellaria: Polycladida): 3. De cryptogene <i>Stylochus flevensis</i> (Hofker, 1930)",,Het Zeepaard,,,63,5,153-158
"<b>Boom, J.; Leijdsman, K.D.</b> (1978). Prisma sportvissers lexicon: alfabetisch naslagwerk voor de hengelsport in zoet en zout water. Het Spectrum: Utrecht/Antwerpen. ISBN 90 274 0925 0. 446 pp.","Boom, J.; Leijdsman, K.D.",1978,Prisma sportvissers lexicon: alfabetisch naslagwerk voor de hengelsport in zoet en zout water,,,Het Spectrum,Utrecht/Antwerpen,,,446
"<b>Newman, M.W.</b> (1987). Pasteurellose du Bar d'Amérique = <i>Pasteurella</i> disease of striped bass. <i>Fiches d'identification des maladies et parasites des poissons, crustacés et mollusques = ICES Identification Leaflets for diseases and parasites of fish and shellfish</i>, 40. Conseil International pour l'Exploration de la Mer: Copenhagen.  4 pp.","Newman, M.W.",1987,Pasteurellose du Bar d'Amérique = <i>Pasteurella</i> disease of striped bass,,"Fiches d'identification des maladies et parasites des poissons, crustacés et mollusques = ICES Identification Leaflets for diseases and parasites of fish and shellfish",Conseil International pour l'Exploration de la Mer,Copenhagen,40,,4
"(2016). 46<sup>th</sup> WEFTA conference, 12-14 october 2016, Split, Croatia: book of abstracts. [S.n.]: [s.l.]. 199 pp.",,2016,"46<sup>th</sup> WEFTA conference, 12-14 october 2016, Split, Croatia: book of abstracts",,,,,,,199
"<b>Bezerra, T.N.; Pape, E.; Hauquier, F.; Vanreusel, A.</b> (2021). Erratum: TANIA NARA BEZERRA, ELLEN PAPE, FREIJA HAUQUIER & ANN VANREUSEL (2021) Description and distribution of <em>Erebussau</em> nom. nov. pro <em>Erebus</em> Bussau, 1993 nec <em>Erebus</em> Latreille, 1810 with description of a new specie, and of <em>Odetenema</em> <em>gesarae</em> gen. nov., sp. nov. (Nematoda: Desmoscolecida) from nodule-bearing abyssal sediments in the Pacific. <em>Zootaxa</em>, 4903: 542–562. <i>Zootaxa 4948(4)</i>: 600-600. <a href=""https://hdl.handle.net/10.11646/zootaxa.4948.4.9"" target=""_blank"">https://hdl.handle.net/10.11646/zootaxa.4948.4.9</a>","Bezerra, T.N.; Pape, E.; Hauquier, F.; Vanreusel, A.",2021,"Erratum: TANIA NARA BEZERRA, ELLEN PAPE, FREIJA HAUQUIER & ANN VANREUSEL (2021) Description and distribution of <em>Erebussau</em> nom. nov. pro <em>Erebus</em> Bussau, 1993 nec <em>Erebus</em> Latreille, 1810 with description of a new specie, and of <em>Odetenema</em> <em>gesarae</em> gen. nov., sp. nov. (Nematoda: Desmoscolecida) from nodule-bearing abyssal sediments in the Pacific. <em>Zootaxa</em>, 4903: 542–562",,Zootaxa,,,4948,4,600-600
"<b>Bjørge, A.; Øien, N.; Hartvedt, S.; Bekkby, T.</b> (2000). Dispersal and by-catch mortality in grey, <i>Halichoerus grypus</i>, and harbour, <i>Phoca vitulina</i>, seals tagged at the Norwegian coast. <i>CM Documents - ICES</i>, CM 2000(J:02). ICES: Copenhagen.  2 pp.","Bjørge, A.; Øien, N.; Hartvedt, S.; Bekkby, T.",2000,"Dispersal and by-catch mortality in grey, <i>Halichoerus grypus</i>, and harbour, <i>Phoca vitulina</i>, seals tagged at the Norwegian coast",,CM Documents - ICES,ICES,Copenhagen,CM 2000,J:02,2
"<b>Kaas, P.</b> (1952). Keverslakken. <i>Tabellenserie van de Strandwerkgemeenschap (SWG)</i>, 11. Strandwerkgemeenschap: Leiden.  7 pp.","Kaas, P.",1952,Keverslakken,,Tabellenserie van de Strandwerkgemeenschap (SWG),Strandwerkgemeenschap,Leiden,11,,7
(2008). Flanders Hydraulics Research - Laboratoire De Recherches Hydrauliques vous souhaite la bienvenue [PRESENTATION]. Flanders Hydraulics Research: Antwerp.  19 slides pp.,,2008,Flanders Hydraulics Research - Laboratoire De Recherches Hydrauliques vous souhaite la bienvenue [PRESENTATION],,,Flanders Hydraulics Research,Antwerp,,,19 slides
"<b>Mohren, F.; Nabuurs, G-J.</b> (2004). Bomen en bossen, <b><i>in</i></b>: Roos, R. <i>et al.</i> (Ed.) <i>Opgewarmd Nederland: klimaatverandering, natuur, water, landbouw, effecten, aanpak.</i> pp. 155-161","Mohren, F.; Nabuurs, G-J.",2004,Bomen en bossen,"Opgewarmd Nederland: klimaatverandering, natuur, water, landbouw, effecten, aanpak",,,,,,155-161
"<b>van der Ben, C.</b> (1973). Faune et flore côtière. Diatomées benthiques. <i>Technical Reports I.C.W.B. - C.I.P.S.</i>, Biol.-Synthèse(01). BMM: Bruxelles.  23 pp.","van der Ben, C.",1973,Faune et flore côtière. Diatomées benthiques,,Technical Reports I.C.W.B. - C.I.P.S.,BMM,Bruxelles,Biol.-Synthèse,1,23
Topics in Organometallic Chemistry. SPRINGER-VERLAG BERLIN: Berlin.  ISSN 1436-6002,,0,Topics in Organometallic Chemistry,,,SPRINGER-VERLAG BERLIN,Berlin,,,
"<b>Sturges, W.; Hong, B.G.</b> (2001). Decadal Variability of sea level, <b><i>in</i></b>: Douglas, B.C. <i>et al.</i> <i>Sea level rise: history and consequences. International Geophysics Series,</i> 75: pp. 165-180","Sturges, W.; Hong, B.G.",2001,Decadal Variability of sea level,Sea level rise: history and consequences,International Geophysics Series,,,,,165-180
"<b>Stephan, Y.; Gervaise, C.; Liret, C.</b> (2010). Surveillance, étude et reconnaissance de l'environnement par acoustique discrète: le séminaire SERENADE. <i>Annales hydrographiques</i>, 7(776). Service hydrographique et océanographique de la marine: Paris.","Stephan, Y.; Gervaise, C.; Liret, C.",2010,"Surveillance, étude et reconnaissance de l'environnement par acoustique discrète: le séminaire SERENADE",,Annales hydrographiques,Service hydrographique et océanographique de la marine,Paris,7,776,
Filosofia Politica: Bologna.  ISSN 0394-7297,,0,Filosofia Politica,,,,Bologna,,,
"<b>van Os, A.G.; Erdbrink, C.D. (Ed.)</b> (2008). NCR-days 2008: 10 years NCR: November 20-21. <i>NCR-publication</i>, 33-2008. Netherlands Centre for River Studies (NCR): Delft.  91 pp.","van Os, A.G.; Erdbrink, C.D. (Ed.)",2008,NCR-days 2008: 10 years NCR: November 20-21,,NCR-publication,Netherlands Centre for River Studies (NCR),Delft,33-2008,,91
"<b>Reggiani, P.; van Kappel, B.</b> (2003). International conference on floodforecasting in Europe, Rotterdam, March 3-5, 2003: book of abstracts. WL | Delft Hydraulics: Delft.  79 pp.","Reggiani, P.; van Kappel, B.",2003,"International conference on floodforecasting in Europe, Rotterdam, March 3-5, 2003: book of abstracts",,,WL | Delft Hydraulics,Delft,,,79
"<b>Hausdorf, B.; Hennig, C.</b> (2003). Nestedness of north-west European land snail ranges as a consequence of differential immigration from Pleistocene glacial refuges. <i>Oecologia 135(1)</i>: 102-109. <a href=""https://hdl.handle.net/10.1007/s00442-002-1142-y"" target=""_blank"">https://hdl.handle.net/10.1007/s00442-002-1142-y</a>","Hausdorf, B.; Hennig, C.",2003,Nestedness of north-west European land snail ranges as a consequence of differential immigration from Pleistocene glacial refuges,,Oecologia,,,135,1,102-109
"<b>Schulz, F.</b> (1952). Laufende Messung der Betriebswassermengen in Grosskraftwerken mit Hilfe der Differezdruckmethode. [S.n.]: Wien.","Schulz, F.",1952,Laufende Messung der Betriebswassermengen in Grosskraftwerken mit Hilfe der Differezdruckmethode,,,,Wien,,,
<b>Vlaamse Instelling voor Technologisch Onderzoek; International Marine and Dredging Consultants</b> (2006). Operational remote sensing mapping of estuarine suspended sediment concentrations (ORMES): progress report 3 covering the period from 15/01/2006 to 15/07/2006. Programmatorische Federale Overheidsdienst Wetenschapsbeleid: Brussel.  57 pp.,Vlaamse Instelling voor Technologisch Onderzoek; International Marine and Dredging Consultants,2006,Operational remote sensing mapping of estuarine suspended sediment concentrations (ORMES): progress report 3 covering the period from 15/01/2006 to 15/07/2006,,,Programmatorische Federale Overheidsdienst Wetenschapsbeleid,Brussel,,,57
"<b>de Bakker, D.M.</b> (2019). 40 years of change on the coral reefs of Curaçao and Bonaire. PhD Thesis. Wageningen University: Wageningen. ISBN 9789463434041. 192 pp. <a href=""https://dx.doi.org/10.18174/468014"" target=""_blank"">https://dx.doi.org/10.18174/468014</a>","de Bakker, D.M.",2019,40 years of change on the coral reefs of Curaçao and Bonaire,,,Wageningen University,Wageningen,,,192
"<b>Quante, M.; Colijn, F. (Ed.)</b> (2016). North Sea region climate change assessment. <i>Regional Climate Studies</i>. Springer: Switzerland. ISBN 978-3-319-39743-6. xlv, 528 pp.","Quante, M.; Colijn, F. (Ed.)",2016,North Sea region climate change assessment,,Regional Climate Studies,Springer,Switzerland,,,"xlv, 528"
"<b>Remerie, T.; Bourgois, T.; Vanreusel, A.</b> (2005). Morphological differentiation between geographically separated populations of <i>Neomysis integer</i> and <i>Mesopodopsis slabberi</i> (Crustacea, Mysida), <b><i>in</i></b>: Remerie, T. <i>Molecular diversity and population structure of two mysid taxa along European coasts = Moleculaire diversiteit en populatiestructuur van twee taxa aasgarnalen langsheen Europese kusten.</i> pp. 145-174","Remerie, T.; Bourgois, T.; Vanreusel, A.",2005,"Morphological differentiation between geographically separated populations of <i>Neomysis integer</i> and <i>Mesopodopsis slabberi</i> (Crustacea, Mysida)",Molecular diversity and population structure of two mysid taxa along European coasts = Moleculaire diversiteit en populatiestructuur van twee taxa aasgarnalen langsheen Europese kusten,,,,,,145-174
"(1999). Report of the OOPC/AOPC workshop on global sea surface temperature data sets (Palisades, N.Y., USA, 2-4 November 1998). <i>GOOS Report</i>, 79. UNESCO: [s.l.].  ii, 33 + annexes pp.",,1999,"Report of the OOPC/AOPC workshop on global sea surface temperature data sets (Palisades, N.Y., USA, 2-4 November 1998)",,GOOS Report,UNESCO,,79,,"ii, 33 + annexes"
"<b>Kalkwijk, J.P. Th.</b> (1986). Dispersion of matter in homogeneous, time-dependent nearly-horizontal flows. <i>Communications on Hydraulic and Geotechnical Engineering</i>, 86-1. TU Delft: Delft.  59 pp.","Kalkwijk, J.P. Th.",1986,"Dispersion of matter in homogeneous, time-dependent nearly-horizontal flows",,Communications on Hydraulic and Geotechnical Engineering,TU Delft,Delft,86-1,,59
"<b>van Donk, S.C.</b> (2020). A gull's portrait: On individual foraging strategies and their fitness consequences. PhD Thesis. Vrije Universiteit: Amsterdam. ISBN 978-94-6375-653-2. 218 pp.","van Donk, S.C.",2020,A gull's portrait: On individual foraging strategies and their fitness consequences,,,Vrije Universiteit,Amsterdam,,,218
"<b>Ibikunle, O.; Cuthbertson, A.; McCarter, J.; Samsami, F.</b> (2015). Measurement of density and porosity profiles within mixed sediment deposits using an electrical resistivity technique, <b><i>in</i></b>: Toorman, E.A. <i>et al.</i> (Ed.) <i>INTERCOH2015: 13th International Conference on Cohesive Sediment Transport Processes. Leuven, Belgium, 7-11 September 2015. VLIZ Special Publication,</i> 74: pp. 46-48","Ibikunle, O.; Cuthbertson, A.; McCarter, J.; Samsami, F.",2015,Measurement of density and porosity profiles within mixed sediment deposits using an electrical resistivity technique,"INTERCOH2015: 13th International Conference on Cohesive Sediment Transport Processes. Leuven, Belgium, 7-11 September 2015",VLIZ Special Publication,,,,,46-48
"<b>van der Horst, C.J.</b> (1921). The Madreporaria of the <i>Siboga</i> expedition: 2. Madreporaria Fungida. <i><i>Siboga</i>-Expeditie: uitkomsten op zoölogisch, botanisch, oceanographisch en geologisch gebied verzameld in Nederlandsch Oost-Indië 1899-1900 aan boord H.M. <i>Siboga</i> onder commando van Luitenant ter Zee 1e kl. G.F. Tydeman</i>, XVIb. E.J. Brill: Leiden.  1-46, plates I-VI pp.","van der Horst, C.J.",1921,The Madreporaria of the <i>Siboga</i> expedition: 2. Madreporaria Fungida,,"<i>Siboga</i>-Expeditie: uitkomsten op zoölogisch, botanisch, oceanographisch en geologisch gebied verzameld in Nederlandsch Oost-Indië 1899-1900 aan boord H.M. <i>Siboga</i> onder commando van Luitenant ter Zee 1e kl. G.F. Tydeman",E.J. Brill,Leiden,XVIb,,"1-46, plates I-VI"
"<b>Lung'ayia, H. B. O.</b> (2002). Assessment of water quality using diatoms as bio-indicators in catchments of Lake Victoria, Kenya. PhD Thesis. VUB: Brussel.  202, annex (6) pp.","Lung'ayia, H. B. O.",2002,"Assessment of water quality using diatoms as bio-indicators in catchments of Lake Victoria, Kenya",,,VUB,Brussel,,,"202, annex (6)"
"<b>Carlberg, L.K.C.; Christensen, E.M. (Ed.)</b> (2015). Go offshore - combining food and energy production. DTU Mechanical Engineering, Technical University of Denmark: Lyngby. ISBN 978-87-7475-424-4. 46 pp.","Carlberg, L.K.C.; Christensen, E.M. (Ed.)",2015,Go offshore - combining food and energy production,,,"DTU Mechanical Engineering, Technical University of Denmark",Lyngby,,,46
Journal of Commonwealth Literature. SAGE PUBLICATIONS LTD: London.  ISSN 0021-9894,,0,Journal of Commonwealth Literature,,,SAGE PUBLICATIONS LTD,London,,,
"<b>Lino, M.; Barbieux, V.; Verwilligen, J.; Van Hoydonck, W.; Mostaert, F.</b> (2019). CFD Calculations of interactions between several ship types: Subreport 1. Study of CFD-software available at FHR and of previously performed numerical calculations of ship-to-ship calculations. Version 2.0. <i>FHR reports</i>, 00_057_7. Flanders Hydraulics Research: Antwerp.  12 + 5 p. bijl. pp.","Lino, M.; Barbieux, V.; Verwilligen, J.; Van Hoydonck, W.; Mostaert, F.",2019,CFD Calculations of interactions between several ship types: Subreport 1. Study of CFD-software available at FHR and of previously performed numerical calculations of ship-to-ship calculations,,FHR reports,Flanders Hydraulics Research,Antwerp,00_057_7,,12 + 5 p. bijl.
Current Perspectives in Social Theory: Bingley.  ISSN 0278-1204,,0,Current Perspectives in Social Theory,,,,Bingley,,,
"<b>ICES</b> (2018). Report of the Working Group on Beam Trawl Surveys (WGBEAM), 10-13 April 2018, Ĳmuiden, Netherlands. <i>CM Documents - ICES</i>, CM 2018(EOSG:05). International Council for the Exploration of the Sea: Copenhagen. 105 pp. <a href=""https://hdl.handle.net/10.17895/ices.pub.5462"" target=""_blank"">https://hdl.handle.net/10.17895/ices.pub.5462</a>",ICES,2018,"Report of the Working Group on Beam Trawl Surveys (WGBEAM), 10-13 April 2018, Ĳmuiden, Netherlands",,CM Documents - ICES,International Council for the Exploration of the Sea,Copenhagen,CM 2018,EOSG:05,105
