String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination,DOI,,
"Stegenga, H. (1998). Nieuw gevestigde soorten van het geslacht Polysiphonia (Rhodophyta, Rhodomelaceae) in Zuidwest-Nederland. <em>Gorteria.</em> 24: 149-156.","Stegenga, H.",1998,"Nieuw gevestigde soorten van het geslacht Polysiphonia (Rhodophyta, Rhodomelaceae) in Zuidwest-Nederland",,Gorteria,,,24,,149-156,,,
"Schrijvers, J.; Camargo, M.G.; Pratiwi, R.; Vincx, M. (1998). The infaunal macrobenthos under east African Ceriops tagal mangroves impacted by epibenthos. <em>J. Exp. Mar. Biol. Ecol.</em> 222(1-2): 175-193.","Schrijvers, J.; Camargo, M.G.; Pratiwi, R.; Vincx, M.",1998,The infaunal macrobenthos under east African Ceriops tagal mangroves impacted by epibenthos,,J. Exp. Mar. Biol. Ecol.,,,222,1-2,175-193,,,
"Lamprell, K.L. (1998). Recent Spondylus species from the Middle East and adjacent regions, with the description of two new species. <em>Vita Marina.</em> 45(1-2): 41-60.","Lamprell, K.L.",1998,"Recent Spondylus species from the Middle East and adjacent regions, with the description of two new species",,Vita Marina,,,45,1-2,41-60,,,
"Beu A.G. (1998). Résultats des Campagnes MUSORSTOM: 19. Indo-West Pacific Ranellidae, Bursidae and Personidae (Mollusca: Gastropoda), a monograph of the New Caledonian fauna and revisions of related taxa. <em>Mémoires du Muséum National d'Histoire Naturelle.</em> 178: 1-255.",Beu A.G.,1998,"Résultats des Campagnes MUSORSTOM: 19. Indo-West Pacific Ranellidae, Bursidae and Personidae (Mollusca: Gastropoda), a monograph of the New Caledonian fauna and revisions of related taxa",,Mémoires du Muséum National d'Histoire Naturelle,,,178,,1-255,,,
"Kozloff, E. N. (1998). Acoel flatworms (Platyhelminthes) from the ancient Punic ports of Carthage, at Salammbô, Tunisia. <em>Cahiers de Biologie Marine.</em> 39: 15-28.","Kozloff, E. N.",1998,"Acoel flatworms (Platyhelminthes) from the ancient Punic ports of Carthage, at Salammbô, Tunisia",,Cahiers de Biologie Marine,,,39,,15-28,,,
"Chen, G.; Vincx, M. (1998). Nematodes from the Strait of Magellan and the Beagle Channel (Chile): description of four new species of the Comesomatidae. <em>Hydrobiologia.</em> 379: 97-110.","Chen, G.; Vincx, M.",1998,Nematodes from the Strait of Magellan and the Beagle Channel (Chile): description of four new species of the Comesomatidae,,Hydrobiologia,,,379,,97-110,,,
"De Broyer, C.; Rauschert, M. (1999). Faunal diversity of the benthic amphipods (Crustacea) of the Magellan region as compared to the Antarctic (preliminary results). <em>Scientia Marina.</em> 63(1): 281-293.","De Broyer, C.; Rauschert, M.",1999,Faunal diversity of the benthic amphipods (Crustacea) of the Magellan region as compared to the Antarctic (preliminary results),,Scientia Marina,,,63,1,281-293,,,
"Artois, T. J.; Schockaert, E. R. (1999). Interstitial fauna of the Galapagos: Porrocystidinae (Platyhelminthes Polycystididae). <em>Tropical Zoology.</em> 12, 309-324.","Artois, T. J.; Schockaert, E. R.",1999,Interstitial fauna of the Galapagos: Porrocystidinae (Platyhelminthes Polycystididae),,Tropical Zoology,,,12,,309-324,10.1080/03946975.1999.10539397,,
"Dauvin, J. C. (1999). Mise à jour de la liste des espèces d'Amphipodes (Crustacea : Peracarida) présents en Manche. <em>Cahiers de Biologie Marine.</em> 40(2): 165-183.","Dauvin, J. C.",1999,Mise à jour de la liste des espèces d'Amphipodes (Crustacea : Peracarida) présents en Manche,,Cahiers de Biologie Marine,,,40,2,165-183,,,
"Lee, W. & R. Huys. (1999). Bathylaophonte gen. nov. from deep-sea hydrothermal vents and the polyphyly of Paronychocamptus (Copepoda: Harpacticoida). Cahiers de Biologie Marine 40(4):293-328.","Lee, W. & R. Huys",1999,Bathylaophonte gen. nov. from deep-sea hydrothermal vents and the polyphyly of Paronychocamptus (Copepoda: Harpacticoida).,,Cahiers de Biologie Marine,,,40,4,293-328,,,
"Dumoulin, E.; De Blauwe, H. (1999). Het bruinwier Undaria pinnatifida (Harvey) Suringar aangetroffen in de jachthaven van Zeebrugge: met gegevens over het voorkomen in Europa en de wijze van verspreiding (Phaeophyta: Laminariales). <em>De Strandvlo.</em> 19(4): 182-188.","Dumoulin, E.; De Blauwe, H.",1999,Het bruinwier Undaria pinnatifida (Harvey) Suringar aangetroffen in de jachthaven van Zeebrugge: met gegevens over het voorkomen in Europa en de wijze van verspreiding (Phaeophyta: Laminariales),,De Strandvlo,,,19,4,182-188,,,
"Baribwegure, D. & H.J. Dumont. (1999). The use of integumental pore signature in the characterisation of species of the genus Thermocyclops Kiefer, 1927: The case of Thermocyclops emini (Mrazek, 1895) (Crustacea: Copepoda: Cyclopoida). Belgian Journal of Zoology 129(1):187-199. (i.1999)","Baribwegure, D. & H.J. Dumont",1999,"The use of integumental pore signature in the characterisation of species of the genus Thermocyclops Kiefer, 1927: The case of Thermocyclops emini (Mrazek, 1895) (Crustacea: Copepoda: Cyclopoida).",,Belgian Journal of Zoology,,,129,1,187-199. (i.1999),,,
"Markham, J. C. (1999). Crustacea Isopoda: Bopyridae in the MUSORSTOM collections from the tropical Indo-Pacific II.  Species in the subfamily Pseudioninae infesting non-anomuran hosts. <em>In: A. Crosnier (ed.).  Résultats des Campagnes MUSORSTOM Volume 20. Mémoires du Muséum National d'Histoire Naturelle.</em> (A) 180: 253-265.","Markham, J. C.",1999,Crustacea Isopoda: Bopyridae in the MUSORSTOM collections from the tropical Indo-Pacific II.  Species in the subfamily Pseudioninae infesting non-anomuran hosts,Résultats des Campagnes MUSORSTOM Volume 20,Mémoires du Muséum National d'Histoire Naturelle,,,180,,253-265,,,
"López, Eduardo; Viéitez, José M. (1999). Polychaete assemblages on non-encrusting infralittoral algae from the Chafarinas Islands (SW Mediterranean). <em>Cahiers de Biologie Marine.</em> 40(4): 375-384.","López, Eduardo; Viéitez, José M.",1999,Polychaete assemblages on non-encrusting infralittoral algae from the Chafarinas Islands (SW Mediterranean).,,Cahiers de Biologie Marine,,,40,4,375-384,10.21411/CBM.A.64CF6BF9,,
"Samaai, T.; Gibbons, M.J.; Kelly, M. (1999). Morphological phylogenetic considerations on the relationships of <i>Isodictya</i> Bowerbank, 1864. <i>In</i>: Hooper JNA (ed.) Origin and Outlook. <em>Memoirs of the Queensland Museum.</em> 44: 517-523.","Samaai, T.; Gibbons, M.J.; Kelly, M.",1999,"Morphological phylogenetic considerations on the relationships of <i>Isodictya</i> Bowerbank, 1864. <i>In</i>: Hooper JNA (ed.) Origin and Outlook.",,Memoirs of the Queensland Museum,,,44,,517-523,,,
"Williams, G.C. (1999). Index Pennatulacea: annotated bibliography and indexes of the Sea Pens (Coelenterata: Octocorallia) of the World 1469-1999. <em>Proc. Calif. Acad. Sci.</em> 51(2): 19-103, 1 fig., 14 plates.","Williams, G.C.",1999,Index Pennatulacea: annotated bibliography and indexes of the Sea Pens (Coelenterata: Octocorallia) of the World 1469-1999,,Proc. Calif. Acad. Sci.,,,51,2,"19-103, 1 fig., 14 plates",,,
"Conroy-Dalton, S. & R. Huys. (1999). New genus of Aegisthidae (Copepoda: Harpacticoida) from hydrothermal vents on the Galapagos Rift. Journal of Crustacean Biology 19(2):408-431. (v.1999)","Conroy-Dalton, S. & R. Huys",1999,New genus of Aegisthidae (Copepoda: Harpacticoida) from hydrothermal vents on the Galapagos Rift.,,Journal of Crustacean Biology,,,19,2,408-431. (v.1999),,,
"Diamant, A.; Paperna, I.; Westernhagen, H. V.; Kruener, G.; Banet, A.; Koerting, W.; Broeg, K.; Zander, S. (1999). The use of fish metabolic, pathological and parasitological indices in pollution monitoring. <em>Helgoland Marine Research.</em> 53(3-4): 195-208.","Diamant, A.; Paperna, I.; Westernhagen, H. V.; Kruener, G.; Banet, A.; Koerting, W.; Broeg, K.; Zander, S.",1999,"The use of fish metabolic, pathological and parasitological indices in pollution monitoring",,Helgoland Marine Research,,,53,3-4,195-208,10.1007/s101520050024,,
"Engl, W.; Çeviker, D. (1999). New migrant species from southeast Turkey: <i>Psammotreta praerupta</i> (Salisbury, 1934) and <i>Antigona lamellaris</i> Schumacher, 1817. <em>La Conchiglia.</em> 290: 17-20.","Engl, W.; Çeviker, D.",1999,"New migrant species from southeast Turkey: <i>Psammotreta praerupta</i> (Salisbury, 1934) and <i>Antigona lamellaris</i> Schumacher, 1817",,La Conchiglia,,,290,,17-20,,,
"d'Udekem d'Acoz, C. (1999). Inventory and distribution of the decapod crustaceans from the northeastern Atlantic, the Mediterranean and the adjacent continental waters north of 25°N. <em>Collection Patrimoines Naturels, 40. Muséum national d'Histoire naturelle.</em> Paris. ISBN 2-86515-114-10. X, 383 pp.","d'Udekem d'Acoz, C.",1999,"Inventory and distribution of the decapod crustaceans from the northeastern Atlantic, the Mediterranean and the adjacent continental waters north of 25°N",,"Collection Patrimoines Naturels, 40. Muséum national d'Histoire naturelle",,Paris,40,,"X, 383",,,
"Lee, W. & R. Huys. (1999). New Tachidiella (Copepoda, Harpacticoida, Tisbidae) from the Antarctic and Norway including a review of the genus. Zoosystema, Paris 21(3):419-444. (ix.1999)","Lee, W. & R. Huys",1999,"New Tachidiella (Copepoda, Harpacticoida, Tisbidae) from the Antarctic and Norway including a review of the genus.",,"Zoosystema, Paris",,,21,3,419-444. (ix.1999),,,
"Muthumbi, A. W.; Vincx, M. (1999). Microlaimidae (Microlaimoidea: Nematoda) from the Indian Ocean: description of nine new and known species. <em>Hydrobiologia.</em> 397: 39-58.","Muthumbi, A. W.; Vincx, M.",1999,Microlaimidae (Microlaimoidea: Nematoda) from the Indian Ocean: description of nine new and known species,,Hydrobiologia,,,397,,39-58,,,
"Moens, T.; Verbeeck, L.; Vincx, M. (1999). Feeding biology of a predatory and a facultatively predatory nematode (Enoploides longispiculosus and Adoncholaimus fuscus). <em>Marine Biology.</em> 134: 585-593.","Moens, T.; Verbeeck, L.; Vincx, M.",1999,Feeding biology of a predatory and a facultatively predatory nematode (Enoploides longispiculosus and Adoncholaimus fuscus),,Marine Biology,,,134,,585-593,,,
"Lock, K.; Beyst, B.; Mees, J. (1999). Circadiel patterns in the tidal plankton of a sandy beach in Zeebrugge (Belgium). <em>Belgian Journal of Zoology.</em> 129: 339-352.","Lock, K.; Beyst, B.; Mees, J.",1999,Circadiel patterns in the tidal plankton of a sandy beach in Zeebrugge (Belgium),,Belgian Journal of Zoology,,,129,,339-352,,,
"Lee, W. & R. Huys. (1999). New Normanellidae (Copepoda: Harpacticoida) from western Pacific cold seeps including a review of the genus Normanella. Cahiers de Biologie Marine 40(3):203-262.","Lee, W. & R. Huys",1999,New Normanellidae (Copepoda: Harpacticoida) from western Pacific cold seeps including a review of the genus Normanella.,,Cahiers de Biologie Marine,,,40,3,203-262,,,
"Tita, G.; Vincx, M.; Desrosiers, G. (1999). Size spectra, body width and morphotypes of intertidal nematodes: an ecological interpretation. <em>J. Mar. Biol. Ass. U.K.</em> 79(6): 1007-1015.","Tita, G.; Vincx, M.; Desrosiers, G.",1999,"Size spectra, body width and morphotypes of intertidal nematodes: an ecological interpretation",,J. Mar. Biol. Ass. U.K.,,,79,6,1007-1015,,,
"Gabriele, M.; Bellot, A.; Gallotti, D.; Brunetti, R. (1999). Sublittoral hard substrate communities of the Northern Adriatic Sea. <em>Cah. Biol. Mar.</em> 40(1): 65-76.","Gabriele, M.; Bellot, A.; Gallotti, D.; Brunetti, R.",1999,Sublittoral hard substrate communities of the Northern Adriatic Sea,,Cah. Biol. Mar.,,,40,1,65-76,,,
"Galil, B.S. (1999). <i>Melicertus hathor</i> (Burkenroad, 1959): a Red Sea penaeid prawn new to the Mediterranean. <em>Crustaceana.</em> 72: 1126-1128.","Galil, B.S.",1999,"<i>Melicertus hathor</i> (Burkenroad, 1959): a Red Sea penaeid prawn new to the Mediterranean",,Crustaceana,,,72,,1126-1128,,,
"Salman, A.; Katagan, T.; Boletzky, S. (1999). New Cephalopod molluscs in the eastern Mediterranean: previously unnoted species or recent migrants?. <em>Vie et Milieu.</em> 49: 11-17.","Salman, A.; Katagan, T.; Boletzky, S.",1999,New Cephalopod molluscs in the eastern Mediterranean: previously unnoted species or recent migrants?,,Vie et Milieu,,,49,,11-17,,,
"Van Soest, R.W.M.; Braekman, J.C. (1999). Chemosystematics of Porifera: a review. <i>In</i>: Hooper JNA (ed) Origin and Outlook. <em>Memoirs of the Queensland Museum.</em> 44: 569-589.","Van Soest, R.W.M.; Braekman, J.C.",1999,Chemosystematics of Porifera: a review. <i>In</i>: Hooper JNA (ed) Origin and Outlook.,,Memoirs of the Queensland Museum,,,44,,569-589,,,
"Vanhove, S.; Arntz, W.; Vincx, M. (1999). Comparative study of the nematode communities on the southeastern Weddell Sea shelf and slope (Antarctica). <em>Marine Ecology Progress Series.</em> 181: 237-256.","Vanhove, S.; Arntz, W.; Vincx, M.",1999,Comparative study of the nematode communities on the southeastern Weddell Sea shelf and slope (Antarctica),,Marine Ecology Progress Series,,,181,,237-256,,,
"Steyaert, M.; Garner, N.; Van Gansbeke, D.; Vincx, M. (1999). Nematode communities from the North Sea: environmental controls on species diversity and vertical distribution within the sediment. <em>Journal of the Marine Biological Association of the UK.</em> 79(2): 253-264.","Steyaert, M.; Garner, N.; Van Gansbeke, D.; Vincx, M.",1999,Nematode communities from the North Sea: environmental controls on species diversity and vertical distribution within the sediment,,Journal of the Marine Biological Association of the UK,,,79,2,253-264,10.1017/s0025315498000289,,
"Simon, E.; Willems, G. (1999). Gwynia capsula (Jeffreys, 1859) and other recent brachiopods from submarine caves in Croatia. <em>Bull. K. Belg. Inst. Nat. Wet.</em> 69: 15-21.","Simon, E.; Willems, G.",1999,"Gwynia capsula (Jeffreys, 1859) and other recent brachiopods from submarine caves in Croatia",,Bull. K. Belg. Inst. Nat. Wet.,,,69,,15-21,,,
"Bouck, L., D. Thistle & R. Huys. (1999). Systematics and phylogeny of Zausodes C.B. Wilson, 1932 (Copepoda, harpacticoida, Harpacticidae), including three new species from the northern Gulf of Mexico. Bulletin of the Natural History Museum, London, Zoology 65(2):73-122.","Bouck, L., D. Thistle & R. Huys",1999,"Systematics and phylogeny of Zausodes C.B. Wilson, 1932 (Copepoda, harpacticoida, Harpacticidae), including three new species from the northern Gulf of Mexico.",,"Bulletin of the Natural History Museum, London, Zoology",,,65,2,73-122,,,
"Hostens, K.; Mees, J. (1999). The mysid-feeding guild of demersal fishes in the brackish zone of the Westerschelde estuary. <em>Journal of Fish Biology.</em> 55(4): 704-719.","Hostens, K.; Mees, J.",1999,The mysid-feeding guild of demersal fishes in the brackish zone of the Westerschelde estuary,,Journal of Fish Biology,,,55,4,704-719,10.1006/jfbi.1999.1026,,
"Velikova, V.; Moncheva, S.; Petrova, D. (1999). Phytoplankton dynamics and red tides (1987–1997) in the bulgarian black sea. <em>Water Science and Technology.</em> 39(8): 27-36.","Velikova, V.; Moncheva, S.; Petrova, D.",1999,Phytoplankton dynamics and red tides (1987–1997) in the bulgarian black sea,,Water Science and Technology,,,39,8,27-36,10.1016/s0273-1223(99)00184-5,,
"Rose, M. D.; Onorato, R. (1999). La grotte marine del Salento: classificazione, localizzazione e descrizione. <em>Thalassia Salent.</em> 23: 67-116.","Rose, M. D.; Onorato, R.",1999,"La grotte marine del Salento: classificazione, localizzazione e descrizione",,Thalassia Salent,,,23,,67-116,,,
"Lin, F.-J.; Kensley, B.; Chan, T.-Y. (2000). The rare axiid genus Oxyrhynchaxius parisi, 1971 (Decapoda: Thalassinidea), with a description of a new species from Australia. <em>Journal of Crustacean Biology.</em> 20 (Spec. issue 2): 199-206.","Lin, F.-J.; Kensley, B.; Chan, T.-Y.",2000,"The rare axiid genus Oxyrhynchaxius parisi, 1971 (Decapoda: Thalassinidea), with a description of a new species from Australia",,Journal of Crustacean Biology,,,20 (Spec. issue 2),,199-206,,,
"Turk, T. (2000). The opistobranch mollusks (Cephalaspidea, Saccoglossa, Notaspidea, Anaspidea and Nudibranchia) of the Adriatic Sea with special reference to the Slovenian coast. <em>Annales Series Historia Naturalis.</em> 21: 161-172.","Turk, T.",2000,"The opistobranch mollusks (Cephalaspidea, Saccoglossa, Notaspidea, Anaspidea and Nudibranchia) of the Adriatic Sea with special reference to the Slovenian coast",,Annales Series Historia Naturalis,,,21,,161-172,,,
"Artois, T. J.; Schockaert, E. R. (2000). Interstitial fauna of the Galapagos: Typhlopolycystidinae (Platyhelminthes Polycystididae). <em>Trop. Zool.</em> 13: 141-158.","Artois, T. J.; Schockaert, E. R.",2000,Interstitial fauna of the Galapagos: Typhlopolycystidinae (Platyhelminthes Polycystididae),,Trop. Zool.,,,13,,141-158,,,
"Beyrem, H.; Aissa, P. (2000). Les nématodes libres, organismes-sentinelles de l'évolution des concentrations d'hydrocarbures dans la baie de Bizerte (Tunisie). <em>Cah. Biol. Mar.</em> 41(3), 329-342.","Beyrem, H.; Aissa, P.",2000,"Les nématodes libres, organismes-sentinelles de l'évolution des concentrations d'hydrocarbures dans la baie de Bizerte (Tunisie)",,Cah. Biol. Mar.,,,41,3,329-342,,,
"Lopez-Gonzalez, P.J., J. Bresciani, R. Huys, A.F. Gonzalez, A Guerra & S. Pascual. (2000). Description of Genesis vulcanoctopusi gen. et sp. nov. (Copepoda: Tisbidae) parasitic on a hydrothermal vent octopod and a reinterpretation of the life cycle of cholidyinid harpacticoids. Cahiers de Biologie Marine 41(3):241-253.","Lopez-Gonzalez, P.J., J. Bresciani, R. Huys, A.F. Gonzalez, A Guerra & S. Pascual",2000,Description of Genesis vulcanoctopusi gen. et sp. nov. (Copepoda: Tisbidae) parasitic on a hydrothermal vent octopod and a reinterpretation of the life cycle of cholidyinid harpacticoids.,,Cahiers de Biologie Marine,,,41,3,241-253,,,
"Jones, D.S. (2000). Crustacea Cirripedia Thoracica: Chionelasmatoidea and Pachylasmatoidea (Balanomorpha) of New Caledonia, Vanuatu and Wallis and Futuna Islands, with a review of all currently assigned taxa. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 21. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 184: 141-283.","Jones, D.S.",2000,"Crustacea Cirripedia Thoracica: Chionelasmatoidea and Pachylasmatoidea (Balanomorpha) of New Caledonia, Vanuatu and Wallis and Futuna Islands, with a review of all currently assigned taxa",Résultats des Campagnes MUSORSTOM 21,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,184,,141-283,,,
